up_new,Descrizione,B1a,B1b,B2a,B2b,B3a,B3b,B4a,B4b,B5a,B5b,B6a,B6b,B7a,B7b,B8a,B8b,B9a,B9b,B10a,B10b,B11a,B11b,B12a,B12b,B13a,B13b,B14a,B14b,B15a,B15b,B16a,B16b,B17a,B17b,B18a,B18b,B19a,B19b,B20a,B20b,B21a,B21b,B22a,B22b,B23a,B23b,B24a,B24b,B25a,B25b,B26a,B26b,B27a,B27b,B28a,B28b,B29a,B29b,B30a,B30b,B31a,B31b,B32a,B32b,B33a,B33b
4.1.1.2.0,Addetti agli affari generali,49,37.7142857143,83,61.7142857143,46,39.4285714286,11,9.1428571429,41,37.7142857143,44,36.5714285714,19,15.4285714286,1,1.1428571429,34,27.4285714286,4,5.14284,3,3.4285542857,4,3.9999657143,4,4.5714285714,34,33.1428571429,3,2.8571428571,0,0,0,0,27,29.1428571429,12,12.5714285714,4,7.4285714286,0,0,2,2.2857142857,16,14.2857142857,70,52,28,29.7142857143,2,2.8571428571,2,2.2857142857,2,2.2857142857,15,16,55,42.8571428571,13,11.4285714286,14,13.7142857143,11,12
4.1.1.3.0,Addetti al protocollo e allo smistamento di documenti,11.9565217391,11.1801242236,58.6956521739,48.4472049689,10.8695652174,8.0745341615,0,0,11.9565217391,14.9068322981,1.0869565217,1.2422173913,2.1739130435,1.8633540373,0,0,36.9565217391,34.7826086957,1.0869565217,1.8633540373,0,0,0,0,0,0,6.5217391304,4.9689440994,1.0869565217,1.2422360248,0,0,0,0,13.0434782609,12.4223602484,2.1739130435,1.8633540373,2.1739130435,2.4844720497,2.1739130435,2.4844720497,0,0,3.2608695652,3.726689441,61.9565217391,50.3105590062,19.5652173913,20.4968944099,0,0,0,0,0,0,4.347826087,3.1055900621,25,24.8447204969,8.6956521739,6.8322981366,7.6086956522,8.074515528,0,0
4.1.1.4.0,Addetti alla gestione del personale,43.3333333333,37.1428571429,69.1666666667,60,23.3333333333,19.0476190476,2.5,2.3809380952,30,27.1428571429,72.5,60.4761904762,3.3333333333,3.8094952381,0,0,30.8333333333,27.1428571429,1.6666666667,2.380952381,0,0,0,0,1.6666666667,2.380952381,30.8333333333,30.9523809524,0,0,0,0,0,0,29.1666666667,25.7142857143,13.3333333333,9.5238095238,2.5,3.8095238095,0,0,0.8333333333,0.9523809524,27.5,26.6666666667,80,61.4285714286,17.5,20.4761904762,0,0,0,0,0.8333333333,0.9523809524,18.3333333333,15.2380952381,69.1666666667,56.1904761905,10.8333333333,7.619047619,16.6666666667,17.1428571429,2.5,1.904747619
4.1.2.1.0,"Addetti alla videoscrittura, dattilografi, stenografi e professioni assimilate",23.3333333333,27.619047619,50,54.2857142857,15,15.2380952381,25,29.5238095238,53.3333333333,51.4285714286,8.3333333333,9.5238095238,13.3333333333,14.2857142857,0,0,35,35.2380952381,0,0,3.3333333333,3.8095238095,0,0,0,0,8.3333333333,12.380952381,0,0,0,0,0,0,3.3333333333,4.7619047619,3.3333333333,3.8095238095,5,7.619047619,0,0,0,0,6.6666666667,7.619047619,56.6666666667,51.4285714286,25,29.5238095238,0,0,0,0,0,0,0,0,35,33.3333333333,18.3333333333,16.1904761905,13.3333333333,16.1904761905,5,5.7142571429
4.1.2.2.0,Addetti all'immissione dati,35.7142857143,36.7346938776,88.0952380952,75.5102040816,72.619047619,61.2244897959,11.9047619048,12.925170068,50,46.9387755102,15.4761904762,14.9659863946,3.5714285714,3.4013401361,0,0,50,44.8979591837,0,0,0,0,0,0,0,0,39.2857142857,39.4557823129,0,0,0,0,0,0,3.5714285714,4.7618843537,1.1904761905,1.3605442177,2.380952381,2.7210884354,0,0,0,0,10.7142857143,12.925170068,64.2857142857,58.5034013605,17.8571428571,21.768707483,0,0,0,0,0,0,0,0,48.8095238095,39.4557823129,17.8571428571,12.925170068,10.7142857143,12.925170068,0,0
4.1.2.3.0,Addetti alle macchine per la riproduzione e l'invio di materiali e documenti,31.25,34.2857142857,37.5,39.2857142857,13.75,20,40,37.1428571429,67.5,62.1428571429,12.5,13.5714285714,33.75,38.5714285714,0,0,33.75,34.2857142857,6.25,6.4285714286,6.25,7.8571214286,0,0,15,15.7142857143,18.75,22.1428571429,0,0,0,0,0,0,5,6.4285714286,2.5,3.5714285714,0,0,0,0,0,0,5,7.1428571429,36.25,41.4285714286,18.75,22.8571428571,1.25,1.4285714286,0,0,0,0,2.5,2.8571428571,10,13.5714285714,6.25,5.7142642857,11.25,11.4285714286,2.5,2.8571428571
4.2.1.1.0,"Addetti agli sportelli assicurativi, bancari e di altri intermediari finanziari",30.9523809524,28.5714285714,53.5714285714,45.5782312925,51.1904761905,44.8979591837,59.5238095238,50.3401360544,71.4285714286,56.462585034,10.7142857143,11.5646258503,5.9523809524,8.843537415,0,0,25,26.5306122449,2.380952381,4.7619047619,0,0,0,0,0,0,42.8571428571,41.4965986395,1.1904761905,2.7210884354,0,0,0,0,21.4285714286,21.0884353741,10.7142857143,10.8843537415,2.380952381,5.4421768707,0,0,0,0,15.4761904762,16.3265306122,66.6666666667,52.380952381,33.3333333333,32.6530612245,0,0,0,0,0,0,2.380952381,4.7619047619,46.4285714286,35.3741496599,16.6666666667,12.2448979592,16.6666666667,14.2857142857,0,0
4.2.1.2.0,Addetti agli sportelli dei servizi postali,17.5,16.4285714286,62.5,45.7142857143,38.75,27.1428571429,55,42.8571428571,80,58.5714285714,15,12.1428571429,12.5,8.5714285714,0,0,27.5,25,5,4.2857142857,1.25,1.4285714286,0,0,3.75,5,25,17.8571428571,0,0,0,0,0,0,26.25,26.4285714286,11.25,10.7142857143,5,4.2856928571,0,0,0,0,11.25,10,60,43.5714285714,26.25,25.7142857143,0,0,0,0,2.5,2.8571428571,6.25,4.9999785714,23.75,19.2857142857,16.25,12.1428571429,12.5,9.2857142857,16.25,10.7142857143
4.2.1.3.0,Addetti agli sportelli per l'esazione di imposte e contributi e al recupero crediti,23.8095238095,21.768707483,53.5714285714,48.2993197279,45.2380952381,39.4557823129,15.4761904762,13.6054421769,53.5714285714,51.7006802721,9.5238095238,8.1632653061,3.5714285714,4.0816326531,0,0,36.9047619048,35.3741496599,1.1904761905,1.3605238095,1.1904761905,2.7210884354,0,0,0,0,55.9523809524,47.619047619,1.1904761905,1.3605442177,1.1904761905,1.3605442177,1.1904761905,1.3605442177,45.2380952381,42.8571428571,14.2857142857,14.9659863946,2.380952381,5.4421768707,0,0,0,0,14.2857142857,10.8843537415,71.4285714286,57.1428571429,19.0476190476,20.4081632653,1.1904761905,1.3605442177,1.1904761905,1.3605442177,0,0,2.380952381,2.0408163265,55.9523809524,48.9795918367,7.1428571429,6.1224489796,11.9047619048,12.2448979592,0,0
4.2.1.4.0,Addetti agli sportelli delle agenzie di pegno e professioni assimilate,20.2380952381,22.4489795918,48.8095238095,51.0204081633,57.1428571429,59.8639455782,29.7619047619,34.0136054422,65.4761904762,57.8231292517,8.3333333333,8.843537415,19.0476190476,18.3673469388,0,0,19.0476190476,18.3673469388,2.380952381,2.7210884354,2.380952381,3.4013605442,0,0,2.380952381,2.7210884354,58.3333333333,55.1020408163,5.9523809524,6.1224489796,41.6666666667,39.4557823129,3.5714285714,3.4013605442,23.8095238095,25.1700680272,15.4761904762,14.9659863946,3.5714285714,4.0816326531,0,0,0,0,10.7142857143,10.2040816327,60.7142857143,55.1020408163,32.1428571429,36.0544217687,21.4285714286,17.0068027211,3.5714285714,3.4013197279,3.5714285714,4.0816326531,2.380952381,2.0408163265,45.2380952381,45.5782312925,7.1428571429,4.7619047619,11.9047619048,10.8843537415,1.1904761905,1.3605442177
4.2.1.5.0,Addetti alla vendita di biglietti,22.5,23.5714285714,40,42.8571428571,26.25,25.7142857143,48.75,47.8571428571,67.5,62.1428571429,18.75,23.5714285714,6.25,8.5714071429,0,0,21.25,22.8571428571,3.75,4.9999785714,2.5,2.1428571429,0,0,0,0,26.25,30,0,0,0,0,1.25,1.42855,25,29.2857142857,16.25,14.2857142857,26.25,21.4285714286,1.25,1.4285714286,0,0,7.5,10.7142857143,66.25,65,58.75,62.8571428571,21.25,22.1428571429,18.75,18.5714285714,6.25,7.1428571429,8.75,10.7142857143,17.5,18.5714285714,16.25,17.8571428571,31.25,31.4285714286,31.25,32.8571428571
4.2.1.6.0,Addetti agli sportelli delle agenzie di viaggio,39.5833333333,36.9047619048,50,50,38.5416666667,36.3095238095,68.75,59.5238095238,77.0833333333,66.6666666667,30.2083333333,30.3571428571,6.25,6.5476011905,0,0,36.4583333333,34.5238095238,3.125,2.976172619,3.125,4.1666666667,0,0,0,0,21.875,23.8095238095,0,0,0,0,0,0,36.4583333333,33.3333333333,25,25.5952380952,64.5833333333,57.1428571429,0,0,1.0416666667,1.7857142857,14.5833333333,14.880952381,69.7916666667,62.5,75,71.4285714286,7.2916666667,8.9285714286,17.7083333333,19.0476190476,4.1666666667,5.9523630952,7.2916666667,11.9047619048,27.0833333333,25.5952380952,10.4166666667,6.5476190476,28.125,30.3571428571,61.4583333333,54.7619047619
4.2.2.1.0,Addetti all'accoglienza e all'informazione nelle imprese e negli enti pubblici,27.5,25,60,49.2857142857,15,16.4285714286,16.25,16.4285714286,60,54.2857142857,33.75,32.8571428571,11.25,10.7142857143,0,0,31.25,22.1428571429,3.75,4.2857142857,0,0,0,0,0,0,20,20,2.5,4.2857142857,0,0,0,0,41.25,37.8571428571,17.5,17.8571428571,3.75,4.2857142857,0,0,0,0,23.75,25.7142857143,67.5,52.8571428571,31.25,27.8571428571,0,0,1.25,2.1428571429,1.25,1.4285714286,7.5,7.8571214286,55,43.5714285714,22.5,13.5714285714,43.75,32.1428571429,0,0
4.2.2.2.0,Addetti all'accoglienza nei servizi di alloggio e ristorazione,21.7391304348,21.7391304348,41.3043478261,39.751552795,19.5652173913,22.3602484472,35.8695652174,27.950310559,78.2608695652,65.8385093168,27.1739130435,22.3602484472,19.5652173913,16.149068323,4.347826087,3.7267080745,13.0434782609,11.801242236,0,0,0,0,0,0,1.0869565217,1.2422360248,25,26.7080745342,0,0,1.0869565217,1.2422360248,0,0,32.6086956522,34.7826086957,15.2173913043,14.9068322981,10.8695652174,15.5279503106,3.2608695652,2.4844720497,1.0869565217,1.2422360248,7.6086956522,6.8322981366,66.3043478261,53.4161490683,68.4782608696,54.6583850932,1.0869565217,1.2422173913,5.4347826087,6.2111614907,1.0869565217,1.2422360248,16.3043478261,16.7701863354,14.1304347826,13.6645962733,18.4782608696,15.5279503106,16.3043478261,16.7701863354,10.8695652174,9.3167701863
4.2.2.3.0,Centralinisti,1.3157894737,1.5037368421,26.3157894737,21.8045112782,1.3157894737,1.5037593985,2.6315789474,3.007518797,57.8947368421,48.1203007519,1.3157894737,1.5037593985,1.3157894737,1.5037593985,0,0,15.7894736842,15.7894736842,1.3157894737,1.5037368421,0,0,0,0,2.6315789474,3.7593984962,9.2105263158,6.7669172932,0,0,0,0,0,0,23.6842105263,25.5639097744,1.3157894737,1.5037368421,5.2631578947,6.015037594,0,0,0,0,1.3157894737,1.5037593985,82.8947368421,63.1578947368,43.4210526316,42.1052631579,0,0,0,0,0,0,1.3157894737,2.2556390977,10.5263157895,11.2781954887,39.4736842105,27.8195488722,19.7368421053,18.045112782,0,0
4.2.2.4.0,Addetti all'informazione nei Call Center (senza funzioni di vendita),2.5,2.1428571429,20,22.1428571429,1.25,1.4285714286,3.75,3.5714285714,70,57.8571428571,2.5,2.1428571429,1.25,1.4285714286,0,0,30,28.5714285714,1.25,2.1428571429,0,0,0,0,0,0,3.75,5,0,0,0,0,0,0,22.5,17.1428571429,15,8.5714285714,0,0,0,0,2.5,2.1428571429,2.5,2.1428571429,66.25,49.2857142857,16.25,17.1428571429,0,0,0,0,0,0,0,0,1.25,0.7142857143,17.5,12.8571428571,11.25,11.4285714286,0,0
4.3.1.1.0,Addetti alla gestione degli acquisti,42.6470588235,42.0168067227,66.1764705882,69.7478991597,52.9411764706,54.6218487395,17.6470588235,16.8067226891,42.6470588235,42.0168067227,11.7647058824,17.6470588235,22.0588235294,24.3697478992,0,0,26.4705882353,28.5714285714,10.2941176471,10.0840336134,10.2941176471,10.9243697479,11.7647058824,10.0840336134,2.9411764706,3.3613445378,39.7058823529,41.1764705882,1.4705882353,1.6806470588,2.9411764706,4.2016806723,0,0,14.7058823529,16.8067226891,10.2941176471,12.6050420168,4.4117647059,5.0420168067,1.4705882353,1.6806722689,0,0,16.1764705882,15.1260504202,64.7058823529,63.8655462185,27.9411764706,30.2521008403,0,0,1.4705882353,1.6806470588,0,0,2.9411764706,5.0420168067,61.7647058824,50.4201680672,7.3529411765,8.4033613445,10.2941176471,12.6050420168,2.9411764706,2.5210084034
4.3.1.2.0,Addetti alla gestione dei magazzini e professioni assimilate,25,27.7777777778,25,28.5714285714,19.4444444444,20.6349206349,43.0555555556,44.4444444444,52.7777777778,50.7936507937,15.2777777778,16.6666666667,19.4444444444,19.0476190476,1.3888888889,1.5872777778,16.6666666667,22.2222222222,0,0,0,0,0,0,4.1666666667,3.9682539683,38.8888888889,37.3015873016,0,0,5.5555555556,5.5555555556,2.7777777778,4.7619047619,9.7222222222,9.5238095238,4.1666666667,5.5555555556,0,0,0,0,0,0,11.1111111111,11.9047619048,51.3888888889,49.2063492063,22.2222222222,25.3968253968,0,0,0,0,0,0,5.5555555556,5.5555555556,5.5555555556,4.7619047619,1.3888888889,2.380952381,1.3888888889,1.5873015873,6.9444444444,7.9365079365
4.3.1.3.0,Addetti alla gestione amministrativa dei trasporti merci,50.9615384615,47.8021978022,69.2307692308,63.7362637363,48.0769230769,47.2527472527,33.6538461538,38.4615384615,53.8461538462,48.9010989011,30.7692307692,37.3626373626,32.6923076923,29.1208791209,5.7692307692,7.6923076923,20.1923076923,25.2747252747,3.8461538462,5.4945054945,2.8846153846,4.9450549451,3.8461538462,5.4945054945,5.7692307692,7.1428571429,36.5384615385,37.9120879121,3.8461538462,6.5934065934,5.7692307692,8.2417582418,2.8846153846,4.3956043956,21.1538461538,25.8241758242,15.3846153846,15.3846153846,44.2307692308,45.0549450549,2.8846153846,4.3956043956,1.9230769231,3.2967032967,22.1153846154,29.6703296703,56.7307692308,53.8461538462,59.6153846154,53.8461538462,1.9230769231,3.2967032967,3.8461538462,4.9450549451,2.8846153846,4.3956043956,17.3076923077,18.6813186813,50,45.6043956044,19.2307692308,17.5824175824,19.2307692308,17.5824175824,74.0384615385,54.3956043956
4.3.2.1.0,Addetti alla contabilità,50,36.0544217687,75,64.6258503401,77.380952381,73.4693877551,2.380952381,2.7210884354,25,18.3673469388,3.5714285714,4.0816122449,0,0,0,0,45.2380952381,26.5306122449,0,0,0,0,0,0,0,0,46.4285714286,31.2925170068,0,0,0,0,0,0,3.5714285714,4.7618843537,0,0,0,0,0,0,0,0,1.1904761905,2.0408163265,61.9047619048,51.0204081633,38.0952380952,36.0544217687,0,0,0,0,0,0,0,0,29.7619047619,27.8911564626,0,0,0,0,0,0
4.3.2.2.0,Addetti alle buste paga,18.3333333333,15.2380952381,58.3333333333,48.5714285714,35,32.380952381,0,0,21.6666666667,23.8095238095,36.6666666667,23.8095238095,0,0,0,0,25,25.7142857143,0,0,0,0,0,0,0,0,43.3333333333,38.0952380952,1.6666666667,3.8095238095,3.3333333333,0.9523809524,0,0,20,20,5,5.7142857143,0,0,0,0,0,0,0,0,70,53.3333333333,28.3333333333,27.619047619,0,0,0,0,0,0,0,0,41.6666666667,40.9523809524,10,8.5714285714,11.6666666667,9.5238095238,0,0
4.3.2.3.0,Addetti alle operazioni finanziarie per conto dell'impresa o dell'organizzazione,63.75,68.5714285714,75,82.8571428571,80,80.7142857143,6.25,6.42855,42.5,50,35,35,13.75,18.5714285714,0,0,28.75,31.4285714286,1.25,2.8571428571,0,0,0,0,2.5,3.5714285714,52.5,55,0,0,0,0,0,0,22.5,29.2857142857,15,14.2857142857,2.5,2.8571428571,0,0,0,0,21.25,25,67.5,69.2857142857,31.25,38.5714285714,0,0,0,0,0,0,5,5.7142857143,67.5,66.4285714286,13.75,16.4285714286,15,20,2.5,3.5714285714
4.3.2.4.0,Addetti ai servizi statistici,19.4444444444,22.2222222222,72.2222222222,55.5555555556,22.2222222222,26.9841269841,19.4444444444,14.2857142857,25,19.0476190476,13.8888888889,11.1111111111,0,0,2.7777777778,6.3492063492,33.3333333333,23.8095238095,0,0,0,0,0,0,0,0,63.8888888889,53.9682539683,0,0,0,0,0,0,33.3333333333,30.1587301587,19.4444444444,14.2857142857,16.6666666667,12.6984126984,0,0,0,0,22.2222222222,20.6349206349,63.8888888889,46.0317460317,38.8888888889,36.5079365079,0,0,0,0,2.7777777778,6.3492063492,0,0,44.4444444444,34.9206349206,13.8888888889,12.6984126984,36.1111111111,28.5714285714,19.4444444444,14.2857142857
4.3.2.5.0,Addetti agli uffici interni di cassa,22.2222222222,26.9841269841,63.8888888889,53.9682539683,66.6666666667,55.5555555556,0,0,19.4444444444,25.3968253968,8.3333333333,7.9365079365,5.5555555556,9.5238095238,0,0,27.7777777778,33.3333333333,0,0,0,0,0,0,0,0,69.4444444444,57.1428571429,0,0,5.5555555556,6.3492063492,5.5555555556,4.7619047619,13.8888888889,17.4603174603,0,0,5.5555555556,6.3492063492,0,0,0,0,5.5555555556,6.3492063492,58.3333333333,53.9682539683,27.7777777778,23.8095238095,0,0,0,0,0,0,5.5555555556,6.3492063492,55.5555555556,52.380952381,2.7777777778,3.1745555556,11.1111111111,11.1111111111,5.5555555556,4.7619047619
4.4.1.1.0,"Personale addetto a compiti di controllo, verifica e professioni assimilate",59.5238095238,48.9795918367,82.1428571429,61.2244897959,55.9523809524,46.9387755102,3.5714285714,4.7618843537,29.7619047619,23.8095238095,42.8571428571,36.0544217687,17.8571428571,14.9659863946,0,0,30.9523809524,27.2108843537,0,0,1.1904761905,2.7210884354,1.1904761905,2.7210884354,1.1904761905,2.7210884354,30.9523809524,29.2517006803,2.380952381,2.0408163265,0,0,0,0,30.9523809524,23.8095238095,10.7142857143,10.2040816327,7.1428571429,8.843537415,1.1904761905,2.0408163265,0,0,20.2380952381,19.0476190476,60.7142857143,44.8979591837,17.8571428571,18.3673469388,0,0,0,0,0,0,14.2857142857,14.2857142857,72.619047619,53.0612244898,10.7142857143,8.843537415,21.4285714286,12.925170068,1.1904761905,1.3605442177
4.4.1.2.0,Addetti al controllo della documentazione di viaggio,22.3684210526,19.5488721805,44.7368421053,38.3458646617,10.5263157895,11.2781954887,23.6842105263,20.3007518797,59.2105263158,48.1203007519,15.7894736842,15.037593985,13.1578947368,12.7819548872,2.6315789474,3.007518797,28.9473684211,24.8120300752,5.2631578947,7.5187969925,2.6315789474,3.7593984962,0,0,1.3157894737,1.5037593985,23.6842105263,27.8195488722,2.6315789474,4.5112781955,1.3157894737,1.5037593985,0,0,31.5789473684,23.3082706767,18.4210526316,15.037593985,34.2105263158,37.5939849624,0,0,0,0,21.0526315789,19.5488721805,76.3157894737,54.1353383459,85.5263157895,59.3984962406,0,0,2.6315789474,2.2556390977,1.3157894737,1.5037593985,31.5789473684,26.3157894737,31.5789473684,27.0676691729,17.1052631579,11.2781954887,15.7894736842,14.2857142857,67.1052631579,54.1353383459
4.4.1.3.0,Addetti allo smistamento e al recapito della posta,19.3181818182,20.7792207792,35.2272727273,35.7142857143,10.2272727273,7.1428571429,19.3181818182,17.5324675325,55.6818181818,48.7012987013,22.7272727273,22.0779220779,4.5454545455,5.8441558442,0,0,13.6363636364,15.5844155844,1.1363636364,1.2987012987,0,0,0,0,2.2727272727,3.2467532468,7.9545454545,7.7922077922,0,0,0,0,0,0,7.9545454545,10.3896103896,1.1363636364,2.5974025974,6.8181818182,7.1428571429,0,0,0,0,10.2272727273,11.6883116883,38.6363636364,37.012987013,10.2272727273,11.038961039,0,0,0,0,0,0,2.2727272727,5.1948051948,14.7727272727,12.3376623377,12.5,10.3896103896,13.6363636364,12.3376623377,25,22.7272727273
4.4.2.1.0,"Addetti ad archivi, schedari e professioni assimilate",13.75,12.1428571429,56.25,52.1428571429,7.5,9.2857142857,8.75,12.1428571429,42.5,37.1428571429,16.25,14.2857142857,2.5,2.8571,1.25,1.4285714286,31.25,27.8571428571,1.25,1.4285714286,0,0,0,0,0,0,18.75,21.4285714286,0,0,1.25,1.42855,2.5,2.8571428571,1.25,1.4285714286,5,4.2857142857,2.5,2.8571,0,0,0,0,11.25,14.2857142857,73.75,60.7142857143,25,27.8571428571,16.25,10.7142857143,46.25,38.5714285714,11.25,12.8571428571,5,7.8571428571,35,32.1428571429,5,2.8571428571,15,15,3.75,4.2857142857
4.4.2.2.0,Addetti a biblioteche e professioni assimilate,14.1304347826,14.9068322981,53.2608695652,53.4161490683,3.2608695652,4.347826087,13.0434782609,16.149068323,60.8695652174,52.7950310559,4.347826087,6.2111614907,3.2608695652,4.3477888199,0,0,30.4347826087,29.8136645963,1.0869565217,1.2422360248,1.0869565217,1.2422173913,2.1739130435,1.2422360248,1.0869565217,1.2422360248,11.9565217391,13.6645962733,3.2608695652,3.7267080745,3.2608695652,3.7267080745,6.5217391304,9.9378881988,18.4782608696,16.7701863354,13.0434782609,14.2857142857,10.8695652174,13.6645962733,2.1739130435,2.4844720497,2.1739130435,2.4844720497,18.4782608696,19.2546583851,82.6086956522,65.2173913043,58.6956521739,51.5527950311,14.1304347826,13.0434782609,34.7826086957,32.298136646,19.5652173913,20.4968944099,10.8695652174,11.801242236,26.0869565217,24.2236024845,10.8695652174,8.0745341615,25,25.4658385093,1.0869565217,1.8633540373
5.1.1.1.0,Esercenti delle vendite all'ingrosso,60.8695652174,54.6583850932,53.2608695652,54.0372670807,46.7391304348,40.3726708075,72.8260869565,61.4906832298,63.0434782609,57.1428571429,34.7826086957,31.0559006211,46.7391304348,40.9937888199,51.0869565217,39.1304347826,26.0869565217,26.0869565217,4.347826087,3.7267080745,5.4347826087,6.2111801242,0,0,5.4347826087,5.5900434783,31.5217391304,29.8136645963,4.347826087,4.9689440994,22.8260869565,24.8447204969,21.7391304348,19.8757763975,20.652173913,18.6335403727,4.347826087,4.3478074534,13.0434782609,10.5590062112,3.2608695652,3.726689441,2.1739130435,1.8633540373,19.5652173913,20.4968944099,52.1739130435,45.3416149068,30.4347826087,27.950310559,0,0,0,0,0,0,8.6956521739,7.4534161491,29.347826087,27.3291925466,8.6956521739,8.0745341615,15.2173913043,17.3913043478,28.2608695652,27.3291925466
