up_new,Descrizione,B1a,B1b,B2a,B2b,B3a,B3b,B4a,B4b,B5a,B5b,B6a,B6b,B7a,B7b,B8a,B8b,B9a,B9b,B10a,B10b,B11a,B11b,B12a,B12b,B13a,B13b,B14a,B14b,B15a,B15b,B16a,B16b,B17a,B17b,B18a,B18b,B19a,B19b,B20a,B20b,B21a,B21b,B22a,B22b,B23a,B23b,B24a,B24b,B25a,B25b,B26a,B26b,B27a,B27b,B28a,B28b,B29a,B29b,B30a,B30b,B31a,B31b,B32a,B32b,B33a,B33b
6.4.1.4.0,Agricoltori e operai agricoli specializzati di colture miste,27.5,27.8571428571,20,19.2857142857,25,22.8571428571,32.5,29.2857142857,28.75,25,16.25,16.4285714286,48.75,42.8571428571,87.5,63.5714285714,12.5,11.4285714286,5,5.7142642857,6.25,8.5714285714,3.75,3.5714285714,21.25,22.8571428571,20,20.7142857143,11.25,15,36.25,33.5714285714,31.25,30,6.25,7.8571428571,5,5,11.25,11.4285714286,2.5,3.5714285714,2.5,5,3.75,4.2856928571,32.5,28.5714285714,13.75,14.2857142857,1.25,1.4285714286,1.25,1.42855,2.5,5,7.5,6.4285714286,20,17.1428571429,7.5,5.7142857143,5,4.2857142857,12.5,12.8571428571
6.4.2.1.0,Allevatori e operai specializzati degli allevamenti di bovini ed equini,32.9545454545,36.3636363636,25,23.3766233766,22.7272727273,24.025974026,38.6363636364,35.7142857143,28.4090909091,26.6233766234,23.8636363636,27.9220779221,52.2727272727,40.2597402597,72.7272727273,63.6363636364,10.2272727273,12.3376623377,7.9545454545,10.3896103896,2.2727272727,4.5454545455,5.6818181818,6.493487013,26.1363636364,25.974025974,23.8636363636,27.9220779221,5.6818181818,6.4935064935,18.1818181818,18.8311688312,32.9545454545,27.9220779221,6.8181818182,7.7921883117,1.1363636364,1.9480519481,3.4090909091,5.1948051948,4.5454545455,5.1947857143,3.4090909091,4.5454545455,11.3636363636,12.3376623377,35.2272727273,33.1168831169,6.8181818182,9.0908896104,1.1363636364,1.2987012987,3.4090909091,3.8961038961,1.1363636364,1.2986818182,11.3636363636,10.3896103896,15.9090909091,15.5844155844,1.1363636364,0.6493506494,1.1363636364,1.9480519481,20.4545454545,18.1818181818
6.4.2.2.0,Allevatori e operai specializzati degli allevamenti di ovini e caprini,28.8461538462,29.6703296703,13.4615384615,13.1868131868,17.3076923077,14.2857142857,40.3846153846,30.7692307692,23.0769230769,25.2747252747,17.3076923077,19.7802197802,34.6153846154,29.6703296703,44.2307692308,42.8571428571,0,0,0,0,0,0,0,0,9.6153846154,13.1868131868,9.6153846154,8.7912087912,3.8461538462,2.1978021978,9.6153846154,5.4945054945,19.2307692308,14.2857142857,0,0,0,0,7.6923076923,4.3956043956,3.8461538462,3.2967032967,0,0,11.5384615385,10.989010989,25,20.8791208791,7.6923076923,4.3956043956,3.8461538462,1.0989010989,1.9230769231,2.1977692308,3.8461538462,2.1978021978,3.8461538462,5.4944725275,13.4615384615,12.0879120879,1.9230769231,3.2967032967,5.7692307692,5.4945054945,9.6153846154,5.4945054945
6.4.2.3.0,Allevatori e operai specializzati degli allevamenti di suini,51.3157894737,43.6090225564,28.9473684211,29.3233082707,35.5263157895,30.8270676692,31.5789473684,30.0751879699,26.3157894737,23.3082706767,17.1052631579,15.037593985,63.1578947368,51.1278195489,72.3684210526,60.1503759398,18.4210526316,18.7969924812,5.2631578947,3.7593759398,13.1578947368,10.5263157895,5.2631578947,4.5112781955,27.6315789474,24.0601503759,31.5789473684,29.3233082707,3.9473684211,4.5112781955,22.3684210526,25.5639097744,36.8421052632,33.8345864662,6.5789473684,8.2706766917,0,0,6.5789473684,7.5187969925,2.6315789474,1.5037593985,0,0,11.8421052632,9.7744360902,39.4736842105,33.8345864662,15.7894736842,16.5413533835,0,0,0,0,0,0,14.4736842105,12.7819548872,21.0526315789,22.5563909774,7.8947368421,5.2631578947,5.2631578947,5.2631578947,21.0526315789,18.7969924812
6.4.2.4.0,Allevatori e operai specializzati degli allevamenti avicoli,32.8947368421,36.8421052632,26.3157894737,28.5714285714,17.1052631579,16.5413533835,13.1578947368,14.2857142857,27.6315789474,23.3082706767,6.5789473684,6.7668947368,59.2105263158,54.1353383459,52.6315789474,44.3609022556,19.7368421053,18.045112782,2.6315789474,3.0074962406,5.2631578947,5.2631353383,3.9473684211,4.5112781955,25,24.8120300752,19.7368421053,20.3007518797,0,0,14.4736842105,14.2857142857,35.5263157895,32.3308270677,1.3157894737,1.5037593985,0,0,0,0,0,0,0,0,2.6315789474,3.7593759398,39.4736842105,33.8345864662,7.8947368421,7.5187969925,0,0,0,0,0,0,10.5263157895,9.7744360902,22.3684210526,21.0526315789,6.5789473684,6.7669172932,2.6315789474,2.2556390977,9.2105263158,9.022556391
6.4.2.5.0,Allevatore di bestiame misto,50,45.7142857143,28.3333333333,33.3333333333,26.6666666667,26.6666666667,50,48.5714285714,38.3333333333,40.9523809524,16.6666666667,21.9047619048,53.3333333333,51.4285714286,71.6666666667,60.9523809524,13.3333333333,17.1428571429,5,6.6666666667,1.6666666667,1.9047333333,3.3333333333,3.8095238095,30,28.5714285714,25,29.5238095238,3.3333333333,5.7142857143,28.3333333333,27.619047619,36.6666666667,32.380952381,11.6666666667,11.4285714286,1.6666666667,3.8095238095,10,12.380952381,0,0,0,0,15,11.4285714286,41.6666666667,35.2380952381,3.3333333333,4.7619047619,0,0,0,0,0,0,15,16.1904761905,23.3333333333,19.0476190476,6.6666666667,8.5714285714,1.6666666667,0.9523809524,18.3333333333,19.0476190476
6.4.2.6.0,Allevatori e operai specializzati degli allevamenti di insetti,22.5,24.2857142857,15,16.4285714286,16.25,16.4285714286,42.5,36.4285714286,48.75,37.8571428571,6.25,5.7142857143,56.25,44.2857142857,65,55,8.75,9.2857142857,1.25,1.4285714286,5,5.7142857143,0,0,7.5,8.5714285714,10,10.7142857143,1.25,1.42855,25,22.8571428571,48.75,45.7142857143,2.5,2.8571428571,0,0,21.25,22.8571428571,2.5,2.8571428571,0,0,10,9.2857142857,35,32.1428571429,16.25,15,0,0,0,0,0,0,5,6.42855,23.75,20,2.5,2.8571428571,2.5,2.8571428571,12.5,9.2857142857
6.4.2.9.0,Altri allevatori e operai specializzati della zootecnia,57.6923076923,52.7472527473,34.6153846154,42.8571428571,34.6153846154,41.7582417582,30.7692307692,29.6703296703,30.7692307692,31.8681318681,30.7692307692,35.1648351648,61.5384615385,52.7472527473,59.6153846154,63.7362637363,13.4615384615,15.3846153846,7.6923076923,8.7912087912,3.8461538462,5.4945054945,3.8461538462,5.4945054945,26.9230769231,31.8681318681,36.5384615385,42.8571428571,5.7692307692,12.0879120879,32.6923076923,30.7692307692,59.6153846154,53.8461538462,5.7692307692,8.7912087912,0,0,0,0,1.9230769231,2.1977692308,0,0,17.3076923077,21.978021978,46.1538461538,45.0549450549,19.2307692308,25.2747252747,0,0,0,0,0,0,1.9230769231,2.1978021978,44.2307692308,41.7582417582,3.8461538462,7.6923076923,5.7692307692,6.5934065934,15.3846153846,17.5824175824
6.4.3.1.0,Allevatori e agricoltori,53.125,45.0892857143,38.28125,36.6071428571,37.5,35.2678571429,40.625,38.8392857143,36.71875,30.8035714286,25,23.6607142857,53.90625,43.75,86.71875,71.875,19.53125,20.0892857143,10.15625,8.9285714286,6.25,8.4821428571,6.25,7.5892723214,33.59375,29.4642857143,28.90625,27.2321428571,7.8125,5.8035580357,25.78125,27.2321428571,38.28125,32.5892857143,12.5,14.7321428571,7.8125,9.8214285714,12.5,12.5,5.46875,5.3571428571,2.34375,2.2321428571,7.03125,8.0357142857,38.28125,33.9285714286,20.3125,20.0892857143,0,0,2.34375,3.125,2.34375,1.3392857143,12.5,9.8214285714,25.78125,23.2142857143,10.15625,8.4821428571,13.28125,12.5,24.21875,21.875
6.4.4.1.1,Abbattitori di alberi e rimboschitori,22.9166666667,26.1904761905,25,21.4285714286,25,21.4285714286,27.0833333333,23.8095238095,25,26.1904761905,25,20.2380952381,33.3333333333,30.9523809524,2.0833333333,2.3809166667,6.25,8.3333333333,12.5,15.4761904762,14.5833333333,16.6666666667,8.3333333333,10.7142857143,43.75,40.4761904762,20.8333333333,25,22.9166666667,19.0476190476,14.5833333333,14.2857142857,29.1666666667,27.380952381,14.5833333333,17.8571428571,12.5,11.9047619048,20.8333333333,20.2380952381,8.3333333333,7.1428571429,4.1666666667,3.5714285714,12.5,14.2857142857,41.6666666667,40.4761904762,12.5,16.6666666667,0,0,0,0,2.0833333333,4.7619047619,14.5833333333,14.2857142857,31.25,25,14.5833333333,15.4761904762,8.3333333333,10.7142857143,33.3333333333,30.9523809524
6.4.4.1.2,Sugherai e raccoglitori di resine,2.6315789474,3.007518797,1.3157894737,3.007518797,2.6315789474,3.007518797,11.8421052632,13.5338345865,13.1578947368,17.2932330827,9.2105263158,12.030075188,53.9473684211,50.3759398496,18.4210526316,27.0676691729,0,0,0,0,0,0,0,0,1.3157894737,2.2556390977,13.1578947368,15.7894736842,2.6315789474,4.5112781955,15.7894736842,21.0526315789,15.7894736842,21.0526315789,23.6842105263,30.8270676692,10.5263157895,17.2932330827,14.4736842105,23.3082706767,1.3157894737,1.5037593985,0,0,5.2631578947,9.022556391,52.6315789474,52.6315789474,5.2631578947,6.015037594,0,0,0,0,0,0,6.5789473684,7.5187969925,18.4210526316,24.0601503759,0,0,1.3157894737,2.2556390977,1.3157894737,1.5037368421
6.4.5.1.0,Acquacoltori,52.5,50.7142857143,30,26.4285714286,18.75,18.5714285714,68.75,54.2857142857,58.75,47.1428571429,36.25,31.4285714286,71.25,62.8571428571,70,56.4285714286,7.5,8.5714071429,2.5,2.1428571429,2.5,2.8571214286,1.25,1.4285714286,23.75,22.8571428571,25,25,28.75,23.5714285714,20,20.7142857143,46.25,47.1428571429,2.5,5,2.5,2.8571428571,11.25,14.2857142857,5,3.5714285714,0,0,5,5.7142857143,32.5,25.7142857143,18.75,19.2857142857,0,0,2.5,2.1428571429,0,0,3.75,2.8571214286,17.5,18.5714285714,1.25,1.42855,6.25,6.4285714286,22.5,19.2857142857
6.4.5.2.0,Pescatori della pesca costiera e in acque interne,21.4285714286,22.4489795918,7.1428571429,8.163244898,5.9523809524,8.1632653061,21.4285714286,23.1292517007,20.2380952381,19.7278911565,17.8571428571,17.0068027211,30.9523809524,27.8911564626,40.4761904762,33.3333333333,11.9047619048,12.2448979592,0,0,0,0,0,0,44.0476190476,44.8979591837,15.4761904762,14.9659863946,7.1428571429,5.4421768707,2.380952381,3.4013605442,16.6666666667,16.3265306122,0,0,2.380952381,2.7210884354,11.9047619048,14.9659863946,8.3333333333,9.5238095238,0,0,2.380952381,3.4013605442,41.6666666667,40.8163265306,11.9047619048,16.3265306122,0,0,0,0,0,0,5.9523809524,6.1224285714,34.5238095238,29.2517006803,17.8571428571,12.2448979592,1.1904761905,1.3605238095,28.5714285714,19.0476190476
6.4.5.3.0,Pescatori d'alto mare,32.5,37.1428571429,10,10,7.5,10,37.5,24.2857142857,32.5,34.2857142857,30,28.5714285714,47.5,47.1428571429,52.5,48.5714285714,5,2.8571428571,5,4.2857142857,0,0,0,0,40,45.7142857143,20,24.2857142857,0,0,0,0,25,30,0,0,0,0,35,37.1428571429,0,0,0,0,0,0,30,31.4285714286,20,27.1428571429,0,0,0,0,0,0,5,2.8571428571,15,17.1428571429,2.5,2.8571,0,0,12.5,15.7142857143
6.4.5.4.0,Cacciatori,21.4285714286,8.843537415,25,10.8843537415,20.2380952381,8.1632653061,3.5714285714,2.0408163265,28.5714285714,16.3265306122,20.2380952381,6.8027210884,25,6.8027210884,36.9047619048,17.6870748299,28.5714285714,12.925170068,3.5714285714,2.7210680272,10.7142857143,2.7210884354,0,0,21.4285714286,12.2448979592,16.6666666667,7.4829931973,17.8571428571,7.4829931973,16.6666666667,12.925170068,52.380952381,34.0136054422,25,20.4081632653,20.2380952381,13.6054421769,70.2380952381,61.2244897959,32.1428571429,29.9319727891,0,0,28.5714285714,18.3673469388,57.1428571429,38.7755102041,7.1428571429,8.163244898,4.7619047619,1.3605442177,13.0952380952,2.7210884354,3.5714285714,2.0407959184,64.2857142857,41.4965986395,75,49.6598639456,17.8571428571,9.5238095238,22.619047619,12.2448979592,29.7619047619,17.6870748299
6.5.1.1.1,Macellai e abbattitori di animali,40.4761904762,34.0136054422,28.5714285714,26.5306122449,30.9523809524,27.8911564626,40.4761904762,36.7346938776,52.380952381,49.6598639456,33.3333333333,31.9727891156,55.9523809524,48.2993197279,54.7619047619,46.9387755102,13.0952380952,13.6054421769,3.5714285714,4.7619047619,10.7142857143,10.2040816327,4.7619047619,5.4421768707,20.2380952381,18.3673469388,23.8095238095,20.4081632653,7.1428571429,10.2040816327,20.2380952381,21.768707483,36.9047619048,34.693877551,11.9047619048,14.9659863946,5.9523809524,6.1224285714,8.3333333333,14.2857142857,4.7619047619,4.0816326531,2.380952381,2.7210884354,17.8571428571,12.925170068,45.2380952381,40.8163265306,15.4761904762,16.3265306122,1.1904761905,1.3605442177,3.5714285714,4.0816326531,3.5714285714,5.4421768707,16.6666666667,15.6462585034,27.380952381,24.4897959184,7.1428571429,6.8027210884,5.9523809524,6.1224489796,30.9523809524,25.8503401361
6.5.1.1.2,Norcini,46.0526315789,43.6090225564,38.1578947368,39.0977443609,42.1052631579,33.8345864662,61.8421052632,54.8872180451,63.1578947368,52.6315789474,35.5263157895,33.0827067669,80.2631578947,64.6616541353,84.2105263158,72.9321804511,17.1052631579,16.5413533835,3.9473684211,4.5112781955,1.3157894737,2.2556390977,0,0,3.9473684211,4.5112556391,26.3157894737,27.0676691729,1.3157894737,2.2556390977,28.9473684211,33.8345864662,35.5263157895,30.8270676692,6.5789473684,7.5187969925,2.6315789474,2.2556390977,1.3157894737,2.2556390977,0,0,0,0,5.2631578947,9.7744360902,46.0526315789,37.5939849624,11.8421052632,12.030075188,0,0,0,0,0,0,10.5263157895,11.2781954887,36.8421052632,36.0902255639,7.8947368421,3.007518797,14.4736842105,16.5413533835,26.3157894737,27.8195488722
6.5.1.1.3,Pesciaioli,20,19.2857142857,18.75,17.1428571429,11.25,12.8571428571,35,26.4285714286,38.75,29.2857142857,18.75,15,67.5,54.2857142857,61.25,42.8571428571,5,5.7142857143,0,0,1.25,2.1428571429,0,0,1.25,1.4285714286,11.25,7.1428571429,0,0,6.25,7.1428357143,18.75,20.7142857143,7.5,7.8571428571,3.75,3.5714285714,18.75,20,2.5,2.1428571429,0,0,8.75,8.5714285714,36.25,34.2857142857,22.5,17.1428571429,0,0,0,0,0,0,7.5,5.7142857143,20,13.5714285714,2.5,2.8571428571,1.25,1.4285714286,21.25,20
6.5.1.1.4,Addetti alla conservazione di carni e pesci,23.75,19.2857142857,15,15,6.25,8.5714071429,28.75,25.7142857143,26.25,21.4285714286,20,20,58.75,49.2857142857,55,46.4285714286,16.25,17.1428571429,5,6.4285714286,1.25,2.1428571429,0,0,7.5,8.5714071429,21.25,22.1428571429,6.25,5.7142857143,25,24.2857142857,18.75,19.2857142857,3.75,5,1.25,1.4285714286,2.5,3.5714285714,0,0,0,0,12.5,10.7142857143,36.25,32.1428571429,7.5,9.2857142857,0,0,0,0,0,0,5,3.5714285714,12.5,7.8571428571,2.5,2.8571428571,2.5,4.2856928571,16.25,15
6.5.1.2.1,Panettieri,45.8333333333,40.4761904762,16.6666666667,16.6666666667,22.9166666667,20.8333333333,56.25,42.2619047619,56.25,47.0238095238,34.375,29.7619047619,68.75,52.380952381,54.1666666667,45.2380952381,3.125,3.5714285714,2.0833333333,2.9761904762,2.0833333333,1.7857142857,1.0416666667,1.1904761905,13.5416666667,19.0476190476,30.2083333333,27.380952381,5.2083333333,7.1428392857,26.0416666667,29.7619047619,6.25,8.9285714286,13.5416666667,11.3095238095,5.2083333333,5.3571428571,0,0,1.0416666667,2.380952381,0,0,17.7083333333,14.880952381,38.5416666667,31.5476190476,11.4583333333,7.7380952381,2.0833333333,2.3809345238,1.0416666667,1.1904583333,1.0416666667,1.7857142857,18.75,16.6666666667,21.875,19.6428571429,3.125,2.380952381,8.3333333333,8.3333333333,15.625,16.0714285714
6.5.1.2.2,Pastai,39.2857142857,40.1360544218,19.0476190476,23.8095238095,26.1904761905,24.4897959184,58.3333333333,48.2993197279,67.8571428571,51.0204081633,33.3333333333,27.8911564626,84.5238095238,63.9455782313,48.8095238095,38.0952380952,7.1428571429,7.4829931973,0,0,1.1904761905,2.0408163265,0,0,5.9523809524,6.1224285714,15.4761904762,17.0068027211,1.1904761905,1.3605442177,19.0476190476,21.0884353741,11.9047619048,10.2040816327,15.4761904762,17.6870748299,3.5714285714,5.4421768707,4.7619047619,4.7619047619,1.1904761905,1.3605442177,0,0,9.5238095238,11.5646258503,52.380952381,42.1768707483,17.8571428571,18.3673469388,0,0,0,0,0,0,2.380952381,2.7210884354,21.4285714286,23.8095238095,4.7619047619,4.0816326531,5.9523809524,4.7618843537,5.9523809524,6.8027006803
6.5.1.3.1,Pasticcieri e cioccolatai,38.0952380952,32.6530612245,20.2380952381,19.0476190476,15.4761904762,17.0068027211,50,42.1768707483,57.1428571429,47.619047619,42.8571428571,39.4557823129,72.619047619,51.0204081633,54.7619047619,42.1768707483,9.5238095238,10.8843537415,0,0,1.1904761905,1.3605442177,0,0,10.7142857143,12.925170068,32.1428571429,32.6530612245,9.5238095238,9.5238095238,28.5714285714,27.8911564626,7.1428571429,7.4829727891,15.4761904762,14.9659863946,7.1428571429,5.4421768707,0,0,0,0,0,0,16.6666666667,17.6870748299,45.2380952381,40.8163265306,19.0476190476,19.0476190476,7.1428571429,5.4421768707,2.380952381,2.0408163265,0,0,8.3333333333,6.8027210884,28.5714285714,30.612244898,9.5238095238,8.1632653061,10.7142857143,9.5238095238,4.7619047619,4.7618639456
6.5.1.3.2,Gelatai,46.4285714286,43.537414966,34.5238095238,31.9727891156,35.7142857143,40.1360544218,59.5238095238,52.380952381,67.8571428571,54.4217687075,46.4285714286,45.5782312925,77.380952381,62.5850340136,60.7142857143,46.9387755102,16.6666666667,17.6870748299,5.9523809524,9.5237891156,4.7619047619,6.1224285714,2.380952381,1.3605442177,3.5714285714,4.0816122449,30.9523809524,34.693877551,11.9047619048,12.2448979592,39.2857142857,35.3741496599,11.9047619048,13.6054421769,25,23.8095238095,13.0952380952,13.6054421769,10.7142857143,12.925170068,4.7619047619,3.4013605442,2.380952381,1.3605442177,16.6666666667,19.0476190476,47.619047619,44.2176870748,36.9047619048,37.4149659864,4.7619047619,4.7618843537,2.380952381,2.7210884354,2.380952381,2.7210884354,7.1428571429,7.4829727891,21.4285714286,23.8095238095,11.9047619048,16.3265306122,17.8571428571,19.0476190476,13.0952380952,14.2857142857
6.5.1.3.3,Conservieri,56.9444444444,50.7936507937,48.6111111111,50.7936507937,50,48.4126984127,69.4444444444,57.9365079365,52.7777777778,50,45.8333333333,41.2698412698,70.8333333333,60.3174603175,70.8333333333,56.3492063492,18.0555555556,25.3968253968,11.1111111111,14.2857142857,11.1111111111,12.6984126984,2.7777777778,3.9682539683,13.8888888889,15.0793650794,27.7777777778,30.1587301587,15.2777777778,17.4603174603,41.6666666667,41.2698412698,22.2222222222,22.2222222222,11.1111111111,14.2857142857,4.1666666667,3.9682539683,11.1111111111,20.6349206349,1.3888888889,2.380952381,1.3888888889,1.5873015873,13.8888888889,11.9047619048,52.7777777778,46.0317460317,43.0555555556,38.8888888889,1.3888888889,1.5873015873,1.3888888889,1.5873015873,0,0,9.7222222222,9.5238095238,38.8888888889,41.2698412698,8.3333333333,10.3174603175,18.0555555556,18.253968254,27.7777777778,26.9841269841
6.5.1.4.0,Degustatori e classificatori di prodotti alimentari e bevande,15.7894736842,12.030075188,34.2105263158,33.0827067669,7.8947368421,8.2706766917,23.6842105263,24.0601503759,52.6315789474,48.1203007519,23.6842105263,21.8045112782,68.4210526316,54.1353383459,63.1578947368,55.6390977444,30.2631578947,30.8270676692,6.5789473684,8.2706541353,11.8421052632,12.030075188,1.3157894737,1.5037593985,9.2105263158,11.2781954887,34.2105263158,33.0827067669,25,26.3157894737,50,46.6165413534,50,44.3609022556,15.7894736842,15.7894736842,9.2105263158,10.5263157895,17.1052631579,16.5413533835,2.6315789474,2.2556390977,2.6315789474,2.2556390977,25,22.5563909774,55.2631578947,50.3759398496,42.1052631579,37.5939849624,2.6315789474,3.007518797,2.6315789474,3.0074962406,0,0,10.5263157895,12.7819548872,35.5263157895,32.3308270677,7.8947368421,8.2706766917,10.5263157895,10.5263157895,5.2631578947,6.0150150376
6.5.1.5.0,Artigiani ed operai specializzati delle lavorazioni artigianali casearie,47.5,41.4285714286,21.25,22.1428571429,17.5,17.8571428571,42.5,46.4285714286,47.5,39.2857142857,31.25,28.5714285714,82.5,60,41.25,34.2857142857,5,5,2.5,3.5714285714,1.25,1.4285714286,0,0,22.5,30.7142857143,27.5,30,5,5,35,40.7142857143,10,14.2857142857,6.25,7.8571214286,5,5.7142857143,0,0,0,0,0,0,7.5,7.1428571429,30,28.5714285714,7.5,5.7142857143,0,0,0,0,0,0,5,5,26.25,32.1428571429,0,0,1.25,1.4285714286,21.25,23.5714285714
6.5.1.6.0,Operai specializzati della preparazione e della lavorazione delle foglie di tabacco,4.6875,7.1428571429,4.6875,6.25,1.5625,1.7857142857,1.5625,1.7857142857,1.5625,1.7856875,3.125,5.3571428571,31.25,34.8214285714,3.125,5.3571160714,1.5625,1.7856875,3.125,2.6785714286,0,0,0,0,6.25,7.1428571429,7.8125,6.25,1.5625,1.7856875,4.6875,5.3571428571,1.5625,1.7856875,4.6875,6.25,1.5625,1.7857142857,0,0,0,0,0,0,0,0,18.75,18.75,4.6875,4.4642589286,0,0,0,0,0,0,1.5625,2.6785714286,3.125,2.6785714286,0,0,0,0,3.125,3.5714285714
6.5.2.1.1,"Stagionatori, ed operai specializzati del primo trattamento del legno",23.5294117647,24.3697478992,11.7647058824,10.9243697479,10.2941176471,9.243697479,20.5882352941,24.3697478992,33.8235294118,34.4537815126,8.8235294118,8.4033613445,72.0588235294,64.7058823529,1.4705882353,1.6806470588,5.8823529412,9.243697479,4.4117647059,5.8823529412,5.8823529412,10.9243697479,11.7647058824,10.9243697479,26.4705882353,29.4117647059,25,22.6890756303,2.9411764706,4.2016806723,2.9411764706,4.2016554622,0,0,7.3529411765,10.0840336134,2.9411764706,3.3613445378,5.8823529412,8.4033361345,0,0,0,0,2.9411764706,3.3613445378,30.8823529412,30.2521008403,13.2352941176,13.4453781513,1.4705882353,1.6806470588,1.4705882353,2.5210084034,0,0,7.3529411765,6.7226890756,11.7647058824,15.1260504202,1.4705882353,1.6806722689,2.9411764706,5.0420168067,20.5882352941,23.5294117647
6.5.2.1.2,"Curvatori, sagomatori ed operai specializzati della prima lavorazione del legno",25,23.0769230769,15.3846153846,17.5824175824,3.8461538462,3.2966703297,15.3846153846,13.1868131868,26.9230769231,26.3736263736,13.4615384615,10.989010989,53.8461538462,45.0549450549,0,0,5.7692307692,5.4945054945,3.8461538462,3.2967032967,21.1538461538,23.0769230769,5.7692307692,9.8901098901,15.3846153846,18.6813186813,32.6923076923,29.6703296703,3.8461538462,3.2967032967,0,0,0,0,1.9230769231,3.2967032967,0,0,0,0,0,0,0,0,3.8461538462,4.3956043956,32.6923076923,30.7692307692,3.8461538462,4.3956043956,1.9230769231,2.1978021978,0,0,0,0,3.8461538462,3.2967032967,1.9230769231,2.1977692308,0,0,0,0,0,0
6.5.2.2.1,Attrezzisti di falegnameria,19.4444444444,16.6666666667,19.4444444444,19.8412698413,9.7222222222,11.9047619048,30.5555555556,25.3968253968,31.9444444444,25.3968253968,13.8888888889,13.4920634921,55.5555555556,47.619047619,0,0,11.1111111111,13.4920634921,4.1666666667,3.9682539683,31.9444444444,26.1904761905,12.5,14.2857142857,26.3888888889,22.2222222222,38.8888888889,36.5079365079,8.3333333333,8.7301587302,1.3888888889,1.5873015873,1.3888888889,0.7936507937,5.5555555556,4.7619047619,2.7777777778,2.380952381,2.7777777778,1.5873015873,0,0,0,0,6.9444444444,5.5555555556,51.3888888889,43.6507936508,16.6666666667,15.0793650794,20.8333333333,15.0793650794,2.7777777778,1.5873015873,1.3888888889,1.5873015873,4.1666666667,5.555531746,6.9444444444,7.1428571429,4.1666666667,4.7619047619,2.7777777778,3.1746031746,2.7777777778,3.9682301587
6.5.2.2.2,Falegnami,39.8148148148,37.5661375661,24.0740740741,27.5132275132,18.5185185185,20.6349206349,47.2222222222,41.2698412698,56.4814814815,50.7936507937,24.0740740741,21.6931216931,63.8888888889,54.4973544974,0,0,8.3333333333,12.1693121693,11.1111111111,12.1693121693,35.1851851852,34.3915343915,2.7777777778,3.1745873016,14.8148148148,13.7566137566,37.962962963,36.5079365079,10.1851851852,11.1111111111,6.4814814815,7.4074074074,0.9259259259,2.1164021164,4.6296296296,5.8200899471,6.4814814815,7.9365079365,0.9259259259,1.5873015873,0.9259259259,1.0582010582,0,0,10.1851851852,10.582010582,49.0740740741,40.7407407407,15.7407407407,18.5185185185,21.2962962963,16.9312169312,3.7037037037,4.2327724868,0,0,2.7777777778,3.1746031746,11.1111111111,10.582010582,4.6296296296,6.3492063492,9.2592592593,10.0529100529,20.3703703704,21.164021164
6.5.2.2.3,Montatori di mobili,3.5714285714,4.0816326531,5.3571428571,6.1224489796,0,0,0,0,32.1428571429,32.6530612245,12.5,14.2857142857,39.2857142857,35.7142857143,0,0,5.3571428571,7.1428571429,3.5714285714,4.0816326531,28.5714285714,23.4693877551,7.1428571429,7.1428571429,17.8571428571,19.387755102,32.1428571429,30.612244898,14.2857142857,15.306122449,10.7142857143,11.2244897959,0,0,3.5714285714,4.0816326531,3.5714285714,4.0816326531,0,0,0,0,0,0,17.8571428571,17.3469387755,58.9285714286,47.9591836735,30.3571428571,27.5510204082,0,0,0,0,0,0,3.5714285714,4.0816326531,3.5714285714,5.1020408163,3.5714285714,4.0816326531,1.7857142857,2.0408163265,37.5,34.693877551
6.5.2.3.1,Impagliatori e lavoranti in vimini e setole,26.9230769231,26.3736263736,25,20.8791208791,17.3076923077,19.7802197802,38.4615384615,34.0659340659,34.6153846154,31.8681318681,13.4615384615,12.0879120879,55.7692307692,41.7582417582,0,0,3.8461538462,6.5934065934,1.9230769231,4.3956043956,5.7692307692,5.4944725275,0,0,7.6923076923,6.5934065934,11.5384615385,9.8901098901,0,0,1.9230769231,3.2967032967,0,0,5.7692307692,5.4945054945,3.8461538462,2.1978021978,0,0,0,0,0,0,3.8461538462,4.3955714286,38.4615384615,30.7692307692,15.3846153846,17.5824175824,17.3076923077,15.3846153846,5.7692307692,5.4945054945,1.9230769231,2.1978021978,1.9230769231,2.1978021978,5.7692307692,6.5934065934,1.9230769231,2.1978021978,1.9230769231,2.1978021978,0,0
6.5.2.3.2,Cordai e intrecciatori di fibre,32.1428571429,28.5714285714,23.2142857143,26.5306122449,26.7857142857,27.5510204082,37.5,36.7346938776,42.8571428571,38.7755102041,37.5,34.693877551,66.0714285714,65.306122449,0,0,21.4285714286,25.5102040816,21.4285714286,22.4489795918,30.3571428571,25.5102040816,0,0,50,41.8367346939,35.7142857143,33.6734693878,7.1428571429,8.1632653061,3.5714285714,4.0816020408,3.5714285714,3.0612244898,0,0,0,0,0,0,0,0,0,0,25,21.4285714286,66.0714285714,43.8775510204,42.8571428571,37.7551020408,1.7857142857,2.0408163265,0,0,0,0,25,26.5306122449,21.4285714286,15.306122449,0,0,1.7857142857,3.0612244898,12.5,12.2448979592
