up_new,Descrizione,G1a,G1b,G2a,G2b,G3a,G3b,G4a,G4b,G5a,G5b,G6a,G6b,G7a,G7b,G8a,G8b,G9a,G9b,G10a,G10b,G11a,G11b,G12a,G12b,G13a,G13b,G14a,G14b,G15a,G15b,G16a,G16b,G17a,G17b,G18a,G18b,G19a,G19b,G20a,G20b,G21a,G21b,G22a,G22b,G23a,G23b,G24a,G24b,G25a,G25b,G26a,G26b,G27a,G27b,G28a,G28b,G29a,G29b,G30a,G30b,G31a,G31b,G32a,G32b,G33a,G33b,G34a,G34b,G35a,G35b,G36a,G36b,G37a,G37b,G38a,G38b,G39a,G39b,G40a,G40b,G41a,G41b
7.4.5.1.0,Marinai di coperta,20.5882352941,18.487394958,30.8823529412,26.0504201681,44.1176470588,35.2941176471,51.4705882353,43.6974789916,16.1764705882,20.1680672269,29.4117647059,31.9327731092,16.1764705882,15.9663865546,8.8235294118,10.0840336134,10.2941176471,10.0840336134,11.7647058824,14.2857142857,13.2352941176,15.9663865546,16.1764705882,20.1680672269,8.8235294118,10.0840336134,13.2352941176,18.487394958,20.5882352941,21.8487394958,54.4117647059,47.8991596639,64.7058823529,61.3445378151,38.2352941176,46.218487395,2.9411764706,5.0420168067,29.4117647059,24.3697478992,4.4117647059,5.8823529412,44.1176470588,36.1344537815,13.2352941176,13.4453781513,20.5882352941,15.9663865546,22.0588235294,23.5294117647,52.9411764706,39.4957983193,13.2352941176,18.487394958,52.9411764706,42.8571428571,26.4705882353,28.5714285714,0,0,11.7647058824,15.9663865546,1.4705882353,2.5210084034,16.1764705882,16.8067226891,17.6470588235,16.8067226891,13.2352941176,13.4453781513,16.1764705882,15.9663865546,17.6470588235,17.6470588235,14.7058823529,14.2857142857,1.4705882353,2.5210084034,0,0,5.8823529412,5.8823529412
7.4.5.2.0,Conduttori di caldaie ed altre attrezzature navali,18.75,28.5714285714,31.25,25,75,67.8571428571,68.75,60.7142857143,37.5,42.8571428571,50,50,31.25,46.4285714286,37.5,46.4285714286,43.75,50,43.75,39.2857142857,6.25,14.2857142857,25,28.5714285714,12.5,14.2857142857,50,42.8571428571,43.75,42.8571428571,43.75,46.4285714286,68.75,67.8571428571,68.75,71.4285714286,18.75,28.5714285714,37.5,50,18.75,28.5714285714,81.25,75,50,50,37.5,42.8571428571,25,25,56.25,46.4285714286,6.25,10.7142857143,37.5,28.5714285714,6.25,14.2857142857,0,0,6.25,10.7142857143,0,0,12.5,17.8571428571,12.5,10.7142857143,0,0,6.25,7.1428571429,6.25,7.1428571429,6.25,10.7142857143,18.75,25,0,0,25,25
7.4.5.3.0,Conduttori di barche e battelli a motore,56.25,54.2857142857,40,43.5714285714,57.5,50.7142857143,70,65.7142857143,53.75,55.7142857143,51.25,50,47.5,52.8571428571,26.25,27.8571428571,28.75,32.1428571429,65,64.2857142857,28.75,29.2857142857,61.25,58.5714285714,37.5,37.1428571429,38.75,41.4285714286,45,47.8571428571,42.5,40,45,49.2857142857,50,50.7142857143,13.75,15.7142857143,90,82.857,25,23.5714285714,48.75,51.4285714286,21.25,18.5714285714,36.25,29.2857142857,38.75,42.1428571429,48.75,52.1428571429,71.25,67.1428571429,67.5,62.8571428571,47.5,50,15,14.2857142857,36.25,43.5714285714,58.75,53.5714285714,53.75,49.2857142857,37.5,41.4285714286,32.5,32.1428571429,36.25,37.8571428571,36.25,36.4285714286,28.75,34.2857142857,10,11.4285714286,15,12.8571428571,25,26.4285714286
8.1.1.1.0,Venditori ambulanti di beni,27.380952381,26.5306122449,26.1904761905,25.8503401361,22.619047619,19.0476190476,11.9047619048,11.5646258503,20.2380952381,15.6462585034,33.3333333333,29.2517006803,10.7142857143,8.1632653061,7.1428571429,8.1632653061,4.7619047619,2.7210884354,30.9523809524,28.5714285714,22.619047619,22.4489795918,10.7142857143,9.5238095238,19.0476190476,18.3673469388,29.7619047619,28.5714285714,33.3333333333,34.0136054422,34.5238095238,33.3333333333,55.9523809524,46.9387755102,0,0,5.9523809524,7.4829931973,17.8571428571,14.2857142857,5.9523809524,5.4421768707,4.7619047619,8.1632653061,2.380952381,2.7210884354,11.9047619048,11.5646258503,8.3333333333,10.2040816327,20.2380952381,19.7278911565,61.9047619048,46.2585034014,58.3333333333,53.7414965986,10.7142857143,10.2040816327,78.5714285714,57.1428571429,34.5238095238,32.6530612245,63.0952380952,46.9387755102,4.7619047619,6.1224081633,8.3333333333,10.2040816327,5.9523809524,6.8027210884,8.3333333333,8.843537415,7.1428571429,8.1632653061,13.0952380952,8.843537415,20.2380952381,22.4489795918,10.7142857143,10.8843537415,34.5238095238,31.2925170068
8.1.1.2.0,Venditori ambulanti di servizi,13.75,11.4285714286,22.5,18.5714285714,18.75,21.4285714286,22.5,21.4285714286,16.25,11.4285714286,21.25,15.7142857143,13.75,9.2857142857,3.75,3.5714285714,5,4.2857142857,20,17.8571428571,20,20,15,12.8571428571,10,6.4285714286,12.5,10,11.25,10,37.5,35,62.5,56.4285714286,28.75,32.1428571429,0,0,5,2.8571428571,2.5,2.1428571429,28.75,23.5714285714,5,5.7142857143,5,5.7142857143,2.5,2.8571428571,3.75,4.2857142857,45,37.1428571429,43.75,37.8571428571,6.25,7.1428571429,37.5,30,21.25,17.8571428571,48.75,40.7142857143,5,4.2857142857,2.5,2.1428571429,2.5,2.1428571429,1.25,1.4285714286,2.5,2.8571428571,13.75,12.1428571429,5,4.2857142857,1.25,0.7142857143,13.75,12.8571428571
8.1.2.1.0,Uscieri e professioni assimilate,51.3157894737,31.5789473684,32.8947368421,19.5488721805,19.7368421053,16.5413533835,21.0526315789,10.5263157895,1.3157894737,1.5037368421,25,19.5488721805,25,21.8045112782,17.1052631579,12.030075188,5.2631578947,6.7668947368,30.2631578947,24.0601503759,14.4736842105,10.5263157895,22.3684210526,18.045112782,1.3157894737,1.5037368421,11.8421052632,8.2706766917,28.9473684211,25.5639097744,11.8421052632,7.5187969925,18.4210526316,10.5263157895,1.3157894737,2.2556390977,43.4210526316,30.8270676692,1.3157894737,1.5037368421,13.1578947368,11.2781954887,11.8421052632,12.030075188,2.6315789474,2.2556390977,36.8421052632,23.3082706767,19.7368421053,15.037593985,68.4210526316,46.6165413534,63.1578947368,42.8571428571,48.6842105263,37.5939849624,28.9473684211,27.0676691729,0,0,31.5789473684,20.3007518797,61.8421052632,41.3533834586,3.9473684211,4.5112781955,0,0,3.9473684211,4.5112781955,0,0,1.3157894737,1.5037593985,18.4210526316,17.2932330827,26.3157894737,23.3082706767,0,0,2.6315789474,1.5037593985
8.1.2.2.0,"Lettori di contatori, collettori di monete e professioni assimilate",45,37.8571428571,26.25,23.5714285714,31.25,31.4285714286,51.25,34.2857142857,42.5,29.2857142857,31.25,28.5714285714,38.75,30,33.75,26.4285714286,18.75,17.8571428571,38.75,33.5714285714,17.5,15.7142857143,50,42.1428571429,22.5,18.5714285714,28.75,22.1428571429,35,30.7142857143,31.25,25.7142857143,43.75,48.5714285714,28.75,27.1428571429,28.75,20,36.25,22.8571428571,11.25,9.2857142857,33.75,29.2857142857,25,22.1428571429,33.75,30,26.25,22.8571428571,58.75,48.5714285714,55,48.5714285714,56.25,52.1428571429,6.25,7.8571428571,28.75,24.2857142857,41.25,35.7142857143,25,22.1428571429,18.75,17.8571428571,15,10.7142857143,16.25,14.2857142857,15,13.5714285714,20,16.4285714286,25,21.4285714286,13.75,14.2857142857,12.5,10,18.75,17.1428571429
8.1.3.1.0,"Facchini, addetti allo spostamento merci ed assimilati",29.5454545455,25.3246753247,26.1363636364,25.3246753247,17.0454545455,16.8831168831,12.5,9.7402597403,12.5,10.3896103896,14.7727272727,14.2857142857,14.7727272727,11.038961039,12.5,9.7402597403,5.6818181818,4.5454350649,17.0454545455,16.8831168831,13.6363636364,12.3376623377,12.5,14.2857142857,5.6818181818,5.8441363636,13.6363636364,10.3896103896,25,24.025974026,56.8181818182,48.0519480519,63.6363636364,62.987012987,12.5,12.3376623377,4.5454545455,4.5454545455,17.0454545455,11.6883116883,2.2727272727,1.9480519481,10.2272727273,12.3376623377,0,0,11.3636363636,7.7922077922,17.0454545455,13.6363636364,54.5454545455,37.6623376623,45.4545454545,33.1168831169,48.8636363636,44.8051948052,38.6363636364,33.7662337662,2.2727272727,1.9480519481,17.0454545455,16.2337662338,30.6818181818,25.974025974,19.3181818182,19.4805194805,15.9090909091,14.9350649351,5.6818181818,6.4935064935,5.6818181818,6.493487013,17.0454545455,16.2337662338,6.8181818182,7.7921883117,2.2727272727,2.5973831169,1.1363636364,1.2986818182,5.6818181818,4.5454350649
8.1.3.2.0,Personale non qualificato addetto all'imballaggio e al magazzino,45,37.1428571429,36.25,31.4285714286,40,33.5714285714,40,35.7142857143,28.75,22.8571428571,31.25,27.8571428571,35,27.1428571429,36.25,29.2857142857,25,24.2857142857,40,32.1428571429,18.75,18.5714285714,26.25,22.8571428571,16.25,16.4285714286,36.25,32.1428571429,45,37.8571428571,28.75,30,60,62.8571428571,27.5,28.5714285714,21.25,22.1428571429,41.25,31.4285714286,12.5,10,18.75,21.4285714286,6.25,9.2857142857,36.25,25,27.5,27.1428571429,48.75,46.4285714286,26.25,23.5714285714,38.75,37.8571428571,15,15.7142857143,5,4.2857142857,12.5,12.8571428571,3.75,2.1428571429,30,28.5714285714,18.75,18.5714285714,15,12.8571428571,16.25,14.2857142857,20,19.2857142857,16.25,12.8571428571,8.75,10,6.25,7.8571428571,17.5,20
8.1.3.3.0,Addetti alle consegne,43.75,38.3928571429,28.125,26.7857142857,29.6875,24.1071428571,28.125,21.4285714286,31.25,25.8928571429,34.375,29.4642857143,26.5625,22.3214285714,32.8125,26.7857142857,18.75,15.1785714286,35.9375,33.9285714286,10.9375,11.6071428571,29.6875,25.8928571429,28.125,28.5714285714,28.125,22.3214285714,45.3125,43.75,35.9375,32.1428571429,40.625,38.3928571429,3.125,3.5714017857,17.1875,15.1785714286,64.0625,43.75,3.125,2.6785446429,3.125,2.6785446429,3.125,3.5714017857,26.5625,24.1071428571,29.6875,26.7857142857,67.1875,48.2142857143,45.3125,37.5,46.875,46.4285714286,18.75,16.0714285714,20.3125,16.9642857143,46.875,34.8214285714,25,20.5357142857,29.6875,27.6785714286,23.4375,22.3214285714,18.75,16.9642857143,15.625,16.0714285714,26.5625,23.2142857143,17.1875,16.9642857143,18.75,16.9642857143,3.125,2.6785446429,17.1875,11.6071428571
8.1.4.1.0,Personale non qualificato addetto alla pulizia nei servizi di alloggio e nelle navi,38.75,27.1428571429,33.75,27.1428571429,21.25,20,35,28.5714285714,23.75,20.7142857143,22.5,20.7142857143,26.25,20.7142857143,12.5,9.2857142857,7.5,5.7142642857,35,23.5714285714,7.5,7.1428357143,20,15,11.25,10.7142857143,32.5,24.2857142857,45,32.8571428571,33.75,25.7142857143,53.75,47.1428571429,5,6.42855,2.5,2.8571428571,2.5,2.1428571429,3.75,2.1428571429,1.25,1.4285714286,0,0,3.75,4.2857142857,23.75,16.4285714286,55,40,22.5,18.5714285714,40,40.7142857143,21.25,17.8571428571,1.25,1.4285714286,20,16.4285714286,18.75,15,38.75,32.8571428571,20,17.8571428571,8.75,8.5714285714,10,7.8571428571,18.75,19.2857142857,11.25,10.7142857143,0,0,1.25,1.4285714286,2.5,2.8571214286
8.1.4.2.0,Personale non qualificato nei servizi di ristorazione,30,22.8571428571,20,17.1428571429,31.25,23.5714285714,32.5,23.5714285714,15,10,13.75,12.1428571429,7.5,6.4285714286,6.25,4.2857142857,6.25,3.5714285714,18.75,12.8571428571,2.5,2.1428571429,7.5,5,3.75,2.8571428571,16.25,11.4285714286,23.75,17.8571428571,33.75,28.5714285714,58.75,44.2857142857,12.5,10.7142857143,0,0,0,0,0,0,1.25,1.4285714286,0,0,0,0,3.75,2.1428571429,50,30,2.5,2.1428357143,38.75,32.1428571429,6.25,6.4285714286,1.25,2.1428571429,3.75,3.5714071429,3.75,4.2856928571,7.5,7.1428571429,2.5,2.1428571429,3.75,2.1428571429,2.5,1.4285714286,2.5,2.1428571429,7.5,5,0,0,0,0,11.25,9.2857142857
8.1.4.3.0,Personale non qualificato addetto ai servizi di pulizia di uffici ed esercizi commerciali,26.0416666667,26.1904761905,18.75,19.0476190476,27.0833333333,27.9761904762,36.4583333333,27.380952381,25,18.4523809524,23.9583333333,20.8333333333,17.7083333333,19.0476190476,18.75,17.2619047619,6.25,4.7618869048,33.3333333333,25,13.5416666667,14.2857142857,18.75,20.2380952381,15.625,14.2857142857,31.25,26.1904761905,33.3333333333,27.9761904762,50,40.4761904762,55.2083333333,51.1904761905,25,25.5952380952,6.25,6.5476011905,11.4583333333,11.9047619048,4.1666666667,6.5476190476,8.3333333333,8.3333333333,6.25,7.1428571429,19.7916666667,20.2380952381,22.9166666667,22.0238095238,50,43.4523809524,43.75,35.7142857143,53.125,46.4285714286,19.7916666667,20.8333333333,1.0416666667,1.1904583333,27.0833333333,22.619047619,15.625,11.3095238095,27.0833333333,23.2142857143,23.9583333333,20.8333333333,6.25,6.5476011905,16.6666666667,12.5,18.75,16.6666666667,11.4583333333,8.9285714286,12.5,13.0952380952,6.25,6.5476011905,18.75,17.8571428571
8.1.4.4.0,Addetti al lavaggio veicoli,15.7894736842,17.2932330827,9.2105263158,12.7819548872,22.3684210526,23.3082706767,34.2105263158,34.5864661654,13.1578947368,13.5338345865,11.8421052632,11.2781954887,9.2105263158,9.7744360902,2.6315789474,3.007518797,2.6315789474,3.7593984962,31.5789473684,26.3157894737,3.9473684211,4.5112781955,17.1052631579,15.7894736842,13.1578947368,9.022556391,35.5263157895,26.3157894737,28.9473684211,24.8120300752,42.1052631579,32.3308270677,32.8947368421,30.8270676692,38.1578947368,36.0902255639,3.9473684211,3.7593984962,18.4210526316,14.2857142857,5.2631578947,5.2631578947,26.3157894737,23.3082706767,13.1578947368,12.030075188,19.7368421053,16.5413533835,11.8421052632,9.7744360902,38.1578947368,30.8270676692,57.8947368421,41.3533834586,50,45.1127819549,15.7894736842,13.5338345865,1.3157894737,1.5037593985,21.0526315789,21.0526315789,61.8421052632,43.6090225564,27.6315789474,26.3157894737,15.7894736842,15.037593985,14.4736842105,14.2857142857,21.0526315789,20.3007518797,21.0526315789,20.3007518797,14.4736842105,15.037593985,10.5263157895,11.2781954887,13.1578947368,9.7744360902,32.8947368421,27.0676691729
8.1.4.5.0,Operatori ecologici e altri raccoglitori e separatori di rifiuti,32.5,35.7142857143,38.75,42.1428571429,42.5,45.7142857143,43.75,40,21.25,25.7142857143,28.75,31.4285714286,32.5,37.8571428571,26.25,30.7142857143,17.5,22.8571428571,32.5,36.4285714286,23.75,25,30,35.7142857143,16.25,20.7142857143,25,30.7142857143,31.25,39.2857142857,31.25,29.2857142857,37.5,36.4285714286,26.25,24.2857142857,12.5,13.5714285714,63.75,50.7142857143,15,17.1428571429,20,21.4285714286,1.25,1.4285714286,16.25,17.1428571429,16.25,17.1428571429,42.5,41.4285714286,35,34.2857142857,47.5,53.5714285714,23.75,24.2857142857,5,4.9999571429,33.75,35.7142857143,16.25,18.5714285714,33.75,35,26.25,26.4285714286,17.5,20,20,22.8571428571,18.75,20,17.5,21.4285714286,5,6.42855,3.75,4.9999785714,5,9.2856928571
8.1.5.1.0,Bidelli e professioni assimilate,32.5,22.8571428571,20,16.4285714286,35,25,27.5,20.7142857143,17.5,14.2857142857,22.5,26.4285714286,11.25,10.7142857143,16.25,14.2857142857,12.5,12.1428571429,35,30.7142857143,13.75,15,6.25,9.2856928571,10,8.5714285714,23.75,22.1428571429,35,27.8571428571,42.5,35,36.25,36.4285714286,7.5,6.4285714286,7.5,8.5714071429,3.75,3.5714285714,0,0,5,5,3.75,3.5714285714,5,4.9999785714,12.5,10,58.75,42.1428571429,43.75,27.1428571429,42.5,35,47.5,40.7142857143,1.25,2.1428571429,37.5,35,25,19.2857142857,7.5,7.1428357143,11.25,10.7142857143,5,6.42855,2.5,2.8571428571,5,4.2857142857,12.5,12.1428571429,7.5,7.8571428571,1.25,0.7142857143,6.25,7.1428357143
8.1.5.2.0,Portantini e professioni assimilate,36.25,28.5714285714,22.5,18.5714285714,18.75,12.8571428571,21.25,15,1.25,1.42855,6.25,6.42855,5,5.7142642857,5,5,1.25,1.42855,15,10,3.75,3.5714071429,17.5,16.4285714286,3.75,4.2856928571,13.75,9.2857142857,15,14.2857142857,62.5,45,63.75,54.2857142857,11.25,10,1.25,2.1428571429,3.75,2.1428571429,2.5,2.8571428571,1.25,1.4285714286,0,0,2.5,1.4285714286,7.5,4.9999785714,67.5,52.8571428571,42.5,27.1428571429,48.75,38.5714285714,65,54.2857142857,0,0,12.5,11.4285714286,33.75,24.2857142857,12.5,12.1428571429,12.5,10.7142857143,8.75,7.8571428571,2.5,2.8571214286,6.25,5.7142642857,12.5,10.7142857143,2.5,2.1428571429,0,0,3.75,3.5714285714
8.1.6.1.1,Personale non qualificato addetto ai servizi di custodia di edifici,39.2857142857,31.9727891156,27.380952381,20.4081632653,38.0952380952,34.693877551,34.5238095238,22.4489795918,3.5714285714,3.4013401361,22.619047619,21.768707483,33.3333333333,29.9319727891,23.8095238095,20.4081632653,16.6666666667,14.9659863946,32.1428571429,33.3333333333,13.0952380952,12.2448979592,25,25.8503401361,10.7142857143,10.8843537415,25,24.4897959184,32.1428571429,28.5714285714,10.7142857143,9.5238095238,25,24.4897959184,8.3333333333,8.843537415,30.9523809524,27.2108843537,2.380952381,1.3605442177,8.3333333333,7.4829931973,5.9523809524,5.4421564626,4.7619047619,4.0816122449,29.7619047619,23.1292517007,27.380952381,26.5306122449,60.7142857143,44.8979591837,51.1904761905,41.4965986395,57.1428571429,51.0204081633,25,21.768707483,3.5714285714,3.4013605442,33.3333333333,32.6530612245,50,38.7755102041,33.3333333333,29.2517006803,21.4285714286,20.4081632653,14.2857142857,14.9659863946,9.5238095238,12.2448979592,14.2857142857,16.3265306122,17.8571428571,18.3673469388,14.2857142857,15.6462585034,5.9523809524,6.8027210884,5.9523809524,8.163244898
8.1.6.1.2,Personale non qualificato addetto ai servizi di custodia di impianti,77.5,57.1428571429,77.5,70,75,60,75,62.8571428571,35,34.2857142857,57.5,48.5714285714,32.5,32.8571428571,45,37.1428571429,42.5,32.8571428571,55,47.1428571429,35,27.1428571429,40,31.4285714286,20,20,42.5,38.5714285714,35,28.5714285714,32.5,32.8571428571,35,28.5714285714,5,10,37.5,35.7142857143,10,14.2857142857,2.5,2.8571428571,2.5,5.7142857143,0,0,35,31.4285714286,42.5,32.8571428571,75,65.7142857143,37.5,32.8571428571,72.5,67.1428571429,50,48.5714285714,0,0,57.5,51.4285714286,37.5,31.4285714286,60,48.5714285714,57.5,51.4285714286,50,41.4285714286,47.5,41.4285714286,55,48.5714285714,50,42.8571428571,20,18.5714285714,20,18.5714285714,20,18.5714285714
8.1.6.1.3,Personale non qualificato addetto ai servizi di custodia di attrezzature e beni,30.2631578947,21.0526315789,23.6842105263,17.2932330827,31.5789473684,29.3233082707,27.6315789474,20.3007518797,10.5263157895,9.022556391,21.0526315789,21.8045112782,21.0526315789,17.2932330827,17.1052631579,13.5338345865,3.9473684211,5.2631353383,19.7368421053,15.037593985,5.2631578947,5.2631578947,11.8421052632,13.5338345865,6.5789473684,6.7669172932,17.1052631579,16.5413533835,21.0526315789,22.5563909774,39.4736842105,31.5789473684,42.1052631579,33.0827067669,5.2631578947,6.015037594,17.1052631579,12.030075188,68.4210526316,29.3233082707,5.2631578947,4.5112781955,5.2631578947,6.7669172932,5.2631578947,6.7669172932,31.5789473684,24.8120300752,10.5263157895,9.022556391,47.3684210526,34.5864661654,63.1578947368,47.3684210526,53.9473684211,50.3759398496,7.8947368421,9.022556391,3.9473684211,5.2631578947,34.2105263158,29.3233082707,50,36.0902255639,15.7894736842,15.037593985,6.5789473684,7.5187969925,7.8947368421,10.5263157895,6.5789473684,9.022556391,9.2105263158,12.030075188,6.5789473684,9.022556391,21.0526315789,18.045112782,5.2631578947,6.015037594,10.5263157895,10.5263157895
8.2.1.1.0,Personale non qualificato nei servizi ricreativi e culturali,50,39.4957983193,41.1764705882,38.6554621849,30.8823529412,30.2521008403,25,23.5294117647,22.0588235294,18.487394958,26.4705882353,23.5294117647,29.4117647059,22.6890756303,32.3529411765,30.2521008403,20.5882352941,19.3277310924,48.5294117647,38.6554621849,35.2941176471,35.2941176471,22.0588235294,21.8487394958,26.4705882353,23.5294117647,32.3529411765,26.8907563025,39.7058823529,36.974789916,32.3529411765,25.2100840336,27.9411764706,26.0504201681,7.3529411765,8.4033613445,29.4117647059,21.0084033613,5.8823529412,5.8823529412,13.2352941176,12.6050420168,10.2941176471,7.5630252101,5.8823529412,5.8823529412,30.8823529412,25.2100840336,26.4705882353,21.8487394958,58.8235294118,43.6974789916,57.3529411765,47.0588235294,57.3529411765,49.5798319328,44.1176470588,47.8991596639,14.7058823529,12.6050420168,54.4117647059,45.3781512605,70.5882352941,54.6218487395,41.1764705882,42.8571428571,30.8823529412,26.0504201681,23.5294117647,21.8487394958,27.9411764706,27.731092437,27.9411764706,29.4117647059,22.0588235294,20.1680672269,16.1764705882,14.2857142857,20.5882352941,21.0084033613,16.1764705882,20.1680672269
