up_new,Descrizione,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
2.2.1.2.1,Ingegneri metallurgici,82.5,77.5,92.5,53.75,65,51.25,66.25,65,71.25,60,78.75,75,70,82.5,75,79.4117647059,76.4705882353,72.0588235294,67.5,51.4705882353,67.5
2.2.1.2.2,Ingegneri minerari,73.75,68.75,85,60,78.75,65,53.75,70,55,70,73.75,71.25,70,63.75,68.75,71.1538461538,71.1538461538,50,65,55.7692307692,66.25
2.2.1.3.0,Ingegneri elettrotecnici e dell'automazione industriale,69.4444444444,55.5555555556,77.7777777778,58.3333333333,75,44.4444444444,50,66.6666666667,44.4444444444,52.7777777778,63.8888888889,69.4444444444,75,69.4444444444,86.1111111111,78.125,71.875,59.375,75,68.75,66.6666666667
2.2.1.4.1,Ingegneri elettronici,71.4285714286,75,75,70.2380952381,65.4761904762,41.6666666667,39.2857142857,78.5714285714,52.380952381,57.1428571429,69.0476190476,72.619047619,69.0476190476,60.7142857143,69.0476190476,75,63.8888888889,41.6666666667,78.5714285714,69.4444444444,69.0476190476
2.2.1.4.2,Ingegneri progettisti di calcolatori e loro periferiche,73.5294117647,77.9411764706,79.4117647059,61.7647058824,70.5882352941,57.3529411765,66.1764705882,73.5294117647,57.3529411765,60.2941176471,69.1176470588,66.1764705882,75,70.5882352941,82.3529411765,77.2727272727,59.0909090909,50,80.8823529412,70.4545454545,70.5882352941
2.2.1.4.3,Ingegneri in telecomunicazioni,77.6315789474,76.3157894737,76.3157894737,69.7368421053,65.7894736842,53.9473684211,67.1052631579,80.2631578947,56.5789473684,64.4736842105,61.8421052632,72.3684210526,78.9473684211,67.1052631579,76.3157894737,77.7777777778,69.4444444444,56.9444444444,80.2631578947,73.6111111111,68.4210526316
2.2.1.5.1,Ingegneri chimici e petroliferi,73.75,71.25,91.25,57.5,67.5,68.75,55,73.75,60,66.25,72.5,73.75,72.5,67.5,82.5,75,72.0588235294,55.8823529412,71.25,69.1176470588,71.25
2.2.1.5.2,Ingegneri dei materiali,75,68.75,85.9375,51.5625,73.4375,40.625,65.625,60.9375,53.125,45.3125,73.4375,64.0625,71.875,75,79.6875,54.1666666667,50,43.75,75,79.1666666667,76.5625
2.2.1.6.1,Ingegneri edili e ambientali,80.2083333333,77.0833333333,83.3333333333,65.625,65.625,57.2916666667,60.4166666667,73.9583333333,72.9166666667,62.5,76.0416666667,75,71.875,67.7083333333,73.9583333333,79.4117647059,73.5294117647,61.7647058824,69.7916666667,67.6470588235,70.8333333333
2.2.1.6.2,Ingegneri idraulici,80,80,91.25,52.5,72.5,48.75,36.25,61.25,65,57.5,77.5,67.5,63.75,75,78.75,80,85,80,73.75,75,76.25
2.2.1.7.0,Ingegneri industriali e gestionali,89.2857142857,87.5,89.2857142857,60.7142857143,85.7142857143,66.0714285714,50,73.2142857143,69.6428571429,67.8571428571,83.9285714286,78.5714285714,67.8571428571,80.3571428571,89.2857142857,83.3333333333,91.6666666667,66.6666666667,78.5714285714,66.6666666667,75
2.2.1.8.0,Ingegneri biomedici e bioingegneri,82.6923076923,76.9230769231,84.6153846154,65.3846153846,78.8461538462,34.6153846154,53.8461538462,69.2307692308,48.0769230769,48.0769230769,63.4615384615,71.1538461538,67.3076923077,86.5384615385,86.5384615385,61.3636363636,61.3636363636,47.7272727273,65.3846153846,68.1818181818,76.9230769231
2.2.2.1.1,Architetti,79,65,83,57,71,37,30,57,47,44,77,62,52,71,69,87.5,87.5,62.5,82,75,80
2.2.2.1.2,"Pianificatori, paesaggisti e specialisti del recupero e della conservazione del territorio",78.75,67.5,82.5,46.25,73.75,41.25,30,51.25,58.75,45,77.5,62.5,68.75,70,73.75,100,100,100,80,25,66.25
2.2.2.2.0,Cartografi e fotogrammetristi,82.5,67.5,75,66.25,63.75,45,43.75,65,51.25,55,62.5,72.5,73.75,65,77.5,66.6666666667,63.8888888889,66.6666666667,65,58.3333333333,66.25
2.3.1.1.1,Biologi e professioni assimilate,77.1739130435,75,79.347826087,58.6956521739,65.2173913043,35.8695652174,59.7826086957,69.5652173913,45.652173913,50,72.8260869565,67.3913043478,64.1304347826,79.347826087,76.0869565217,59.2105263158,63.1578947368,57.8947368421,70.652173913,67.1052631579,67.3913043478
2.3.1.1.2,Biochimici,81.5789473684,80.2631578947,92.1052631579,50,73.6842105263,36.8421052632,56.5789473684,68.4210526316,46.0526315789,60.5263157895,73.6842105263,73.6842105263,72.3684210526,73.6842105263,84.2105263158,61.1111111111,63.8888888889,54.1666666667,84.2105263158,75,80.2631578947
2.3.1.1.3,Biofisici,83.8235294118,72.0588235294,85.2941176471,61.7647058824,83.8235294118,33.8235294118,45.5882352941,66.1764705882,54.4117647059,55.8823529412,70.5882352941,72.0588235294,75,76.4705882353,88.2352941176,59.375,57.8125,56.25,85.2941176471,81.25,83.8235294118
2.3.1.1.4,Biotecnologi,89,77,85,67,71,52,40,77,48,56,68,75,74,79,74,66.6666666667,75,65.4761904762,74,55.9523809524,62
2.3.1.1.5,Botanici,76.3157894737,77.6315789474,80.2631578947,57.8947368421,76.3157894737,23.6842105263,57.8947368421,68.4210526316,44.7368421053,47.3684210526,72.3684210526,67.1052631579,68.4210526316,77.6315789474,84.2105263158,58.3333333333,60,51.6666666667,78.9473684211,71.6666666667,73.6842105263
2.3.1.1.6,Zoologi,86.7647058824,82.3529411765,88.2352941176,57.3529411765,82.3529411765,35.2941176471,58.8235294118,70.5882352941,44.1176470588,52.9411764706,72.0588235294,69.1176470588,70.5882352941,82.3529411765,83.8235294118,60.9375,56.25,53.125,83.8235294118,73.4375,70.5882352941
2.3.1.1.7,Ecologi,89.2857142857,85.7142857143,92.8571428571,60.7142857143,78.5714285714,40.4761904762,50,72.619047619,63.0952380952,64.2857142857,75,72.619047619,80.9523809524,80.9523809524,91.6666666667,69.7368421053,71.0526315789,60.5263157895,94.0476190476,80.2631578947,79.7619047619
2.3.1.2.1,Farmacologi,85.2941176471,75,85.2941176471,58.8235294118,86.7647058824,42.6470588235,63.2352941176,70.5882352941,63.2352941176,50,73.5294117647,63.2352941176,72.0588235294,82.3529411765,75,67.1875,68.75,53.125,82.3529411765,79.6875,76.4705882353
2.3.1.2.2,Microbiologi,82.5,83.75,83.75,55,78.75,82.5,81.25,83.75,70,75,73.75,77.5,80,86.25,85,72.3684210526,73.6842105263,72.3684210526,68.75,57.8947368421,62.5
2.3.1.3.0,Agronomi e forestali,76.1363636364,65.9090909091,84.0909090909,67.0454545455,72.7272727273,46.5909090909,38.6363636364,61.3636363636,44.3181818182,46.5909090909,65.9090909091,51.1363636364,67.0454545455,65.9090909091,72.7272727273,,,,73.8636363636,,81.8181818182
2.3.1.4.0,Veterinari,87.037037037,79.6296296296,89.8148148148,69.4444444444,80.5555555556,33.3333333333,37.037037037,68.5185185185,47.2222222222,45.3703703704,54.6296296296,62.037037037,62.962962963,84.2592592593,88.8888888889,,,,62.037037037,,86.1111111111
2.3.1.5.0,Farmacisti,75,75,95,67.5,68.75,58.75,75,82.5,42.5,65,75,70,68.75,90,82.5,,,,61.25,,78.75
2.4.1.1.0,Medici di medicina generale,71.25,67.5,88.75,80,65,61.25,67.5,66.25,30,56.25,63.75,72.5,67.5,86.25,85,75,50,50,61.25,50,78.75
2.4.1.2.0,Specialisti in terapie mediche,85.2272727273,79.5454545455,87.5,54.5454545455,73.8636363636,62.5,72.7272727273,71.5909090909,64.7727272727,60.2272727273,73.8636363636,72.7272727273,73.8636363636,90.9090909091,89.7727272727,62.5,67.5,63.75,62.5,57.5,72.7272727273
2.4.1.3.0,Specialisti in terapie chirurgiche,85.7142857143,78.5714285714,88.0952380952,48.8095238095,77.380952381,52.380952381,71.4285714286,69.0476190476,57.1428571429,55.9523809524,83.3333333333,80.9523809524,71.4285714286,89.2857142857,88.0952380952,60,65,61.25,55.9523809524,53.75,71.4285714286
2.4.1.4.0,Laboratoristi e patologi clinici,88.8888888889,77.7777777778,86.1111111111,61.1111111111,58.3333333333,47.2222222222,66.6666666667,75,41.6666666667,58.3333333333,72.2222222222,63.8888888889,72.2222222222,77.7777777778,88.8888888889,59.375,56.25,50,52.7777777778,68.75,55.5555555556
2.4.1.5.0,Dentisti e odontostomatologi,88.0952380952,76.1904761905,82.1428571429,60.7142857143,54.7619047619,65.4761904762,42.8571428571,72.619047619,35.7142857143,57.1428571429,79.7619047619,64.2857142857,64.2857142857,88.0952380952,85.7142857143,,,,63.0952380952,,94.0476190476
2.4.1.6.0,Specialisti in diagnostica per immagini e radioterapia,86.1111111111,84.7222222222,84.7222222222,63.8888888889,72.2222222222,61.1111111111,72.2222222222,72.2222222222,63.8888888889,59.7222222222,80.5555555556,76.3888888889,77.7777777778,88.8888888889,91.6666666667,73.6111111111,70.8333333333,65.2777777778,58.3333333333,65.2777777778,69.4444444444
2.4.1.7.1,Dietologi e igienisti,85,83.3333333333,90,65,73.3333333333,61.6666666667,73.3333333333,70,65,51.6666666667,70,78.3333333333,71.6666666667,85,91.6666666667,61.6666666667,60,58.3333333333,73.3333333333,73.3333333333,75
2.4.1.7.2,Specialisti in medicina sociale e del lavoro,83.3333333333,76.1904761905,80.9523809524,52.380952381,73.8095238095,59.5238095238,65.4761904762,63.0952380952,59.5238095238,61.9047619048,73.8095238095,63.0952380952,63.0952380952,84.5238095238,84.5238095238,63.75,61.25,62.5,59.5238095238,61.25,72.619047619
2.4.1.7.3,Epidemiologi,72.619047619,77.380952381,79.7619047619,45.2380952381,72.619047619,63.0952380952,60.7142857143,72.619047619,55.9523809524,57.1428571429,63.0952380952,73.8095238095,76.1904761905,83.3333333333,89.2857142857,60.7142857143,64.2857142857,52.380952381,79.7619047619,75,71.4285714286
2.4.1.8.0,Anestesisti e rianimatori,83.75,82.5,92.5,70,66.25,55,71.25,80,78.75,62.5,86.25,73.75,73.75,91.25,91.25,82.6923076923,84.6153846154,76.9230769231,61.25,67.3076923077,83.75
2.5.1.1.1,Specialisti della gestione nella Pubblica Amministrazione,82.8947368421,73.6842105263,88.1578947368,60.5263157895,82.8947368421,46.0526315789,78.9473684211,68.4210526316,51.3157894737,57.8947368421,82.8947368421,73.6842105263,69.7368421053,80.2631578947,85.5263157895,63.1578947368,71.0526315789,56.5789473684,68.4210526316,71.0526315789,65.7894736842
2.5.1.1.2,Specialisti del controllo nella Pubblica Amministrazione,78.5714285714,70.2380952381,84.5238095238,66.6666666667,65.4761904762,44.0476190476,66.6666666667,71.4285714286,44.0476190476,59.5238095238,59.5238095238,67.8571428571,75,72.619047619,86.9047619048,64.2857142857,79.7619047619,60.7142857143,65.4761904762,67.8571428571,61.9047619048
2.5.1.1.3,Specialisti in pubblica sicurezza,80.8823529412,83.8235294118,95.5882352941,60.2941176471,75,41.1764705882,92.6470588235,75,64.7058823529,57.3529411765,89.7058823529,73.5294117647,70.5882352941,95.5882352941,94.1176470588,70.5882352941,72.0588235294,63.2352941176,66.1764705882,55.8823529412,72.0588235294
2.5.1.2.0,Specialisti della gestione e del controllo nelle imprese private,84.2105263158,80.2631578947,81.5789473684,63.1578947368,76.3157894737,63.1578947368,51.3157894737,77.6315789474,59.2105263158,63.1578947368,73.6842105263,72.3684210526,71.0526315789,73.6842105263,81.5789473684,80,75,60,73.6842105263,75,72.3684210526
2.5.1.3.1,Specialisti in risorse umane,82.5,80,87.5,68.75,78.75,50,52.5,71.25,56.25,52.5,68.75,62.5,68.75,83.75,82.5,75,64.5833333333,60.4166666667,78.75,62.5,71.25
2.5.1.3.2,Specialisti dell’organizzazione del lavoro,85.9375,82.8125,76.5625,53.125,76.5625,57.8125,45.3125,75,54.6875,71.875,81.25,75,76.5625,78.125,82.8125,62.5,68.75,43.75,79.6875,75,68.75
2.5.1.4.1,Specialisti in contabilità,77.8846153846,69.2307692308,89.4230769231,63.4615384615,70.1923076923,61.5384615385,55.7692307692,70.1923076923,43.2692307692,57.6923076923,75,71.1538461538,73.0769230769,74.0384615385,76.9230769231,83.3333333333,83.3333333333,66.6666666667,56.7307692308,66.6666666667,78.8461538462
2.5.1.4.2,Fiscalisti e tributaristi,88.0952380952,72.619047619,90.4761904762,71.4285714286,72.619047619,67.8571428571,50,75,52.380952381,60.7142857143,79.7619047619,72.619047619,77.380952381,77.380952381,73.8095238095,75,75,75,58.3333333333,75,73.8095238095
2.5.1.4.3,Specialisti in attività finanziarie,79.6296296296,75,88.8888888889,51.8518518519,77.7777777778,68.5185185185,51.8518518519,73.1481481481,66.6666666667,62.037037037,75,78.7037037037,72.2222222222,75.9259259259,80.5555555556,78,71,59,64.8148148148,63,73.1481481481
2.5.1.5.1,Specialisti nell’acquisizione di beni e servizi,76.5625,81.25,92.1875,68.75,78.125,62.5,59.375,70.3125,59.375,70.3125,79.6875,81.25,79.6875,75,81.25,75,75,67.5,73.4375,70,81.25
2.5.1.5.2,Specialisti nella commercializzazione di beni e servizi (escluso il settore ICT),83.3333333333,80.5555555556,86.1111111111,59.7222222222,81.9444444444,58.3333333333,40.2777777778,73.6111111111,48.6111111111,63.8888888889,84.7222222222,72.2222222222,75,75,72.2222222222,75,63.8888888889,52.7777777778,81.9444444444,69.4444444444,79.1666666667
2.5.1.5.3,Specialisti nella commercializzazione nel settore delle tecnologie dell’informazione e della comunicazione,81.8181818182,77.2727272727,88.6363636364,75,84.0909090909,56.8181818182,34.0909090909,70.4545454545,68.1818181818,56.8181818182,68.1818181818,68.1818181818,70.4545454545,86.3636363636,77.2727272727,80,65,70,75,80,70.4545454545
2.5.1.5.4,Analisti di mercato,78.5714285714,76.1904761905,82.1428571429,41.6666666667,78.5714285714,59.5238095238,42.8571428571,76.1904761905,65.4761904762,63.0952380952,78.5714285714,75,82.1428571429,72.619047619,70.2380952381,82.1428571429,71.4285714286,60.7142857143,82.1428571429,78.5714285714,76.1904761905
2.5.1.6.0,"Specialisti delle pubbliche relazioni, dell'immagine e professioni assimilate",84.5238095238,76.1904761905,89.2857142857,64.2857142857,86.9047619048,54.7619047619,38.0952380952,73.8095238095,65.4761904762,61.9047619048,83.3333333333,70.2380952381,70.2380952381,78.5714285714,76.1904761905,62.5,56.25,46.875,79.7619047619,62.5,77.380952381
2.5.2.1.0,Avvocati,85.7142857143,73.8095238095,88.0952380952,64.2857142857,67.8571428571,58.3333333333,44.0476190476,71.4285714286,40.4761904762,45.2380952381,64.2857142857,58.3333333333,77.380952381,84.5238095238,89.2857142857,,,,64.2857142857,,79.7619047619
2.5.2.2.1,Esperti legali in imprese,82.6086956522,78.2608695652,95.652173913,53.2608695652,75,68.4782608696,77.1739130435,82.6086956522,70.652173913,72.8260869565,79.347826087,79.347826087,82.6086956522,90.2173913043,84.7826086957,83.3333333333,78.5714285714,72.619047619,69.5652173913,67.8571428571,66.3043478261
2.5.2.2.2,Esperi legali in enti pubblici,89.7727272727,81.8181818182,90.9090909091,78.4090909091,73.8636363636,60.2272727273,77.2727272727,73.8636363636,52.2727272727,60.2272727273,70.4545454545,70.4545454545,76.1363636364,85.2272727273,87.5,71.5909090909,57.9545454545,56.8181818182,61.3636363636,72.7272727273,77.2727272727
2.5.2.3.0,Notai,86.25,75,85,52.5,53.75,73.75,63.75,78.75,31.25,58.75,78.75,73.75,68.75,68.75,86.25,,,,67.5,,83.75
2.5.2.4.0,Magistrati,87.5,84.7222222222,90.2777777778,77.7777777778,77.7777777778,75,87.5,75,75,66.6666666667,73.6111111111,70.8333333333,70.8333333333,84.7222222222,86.1111111111,67.6470588235,67.6470588235,58.8235294118,66.6666666667,67.6470588235,91.6666666667
2.5.3.1.1,Specialisti dei sistemi economici,86.25,83.75,93.75,67.5,77.5,61.25,68.75,80,65,66.25,68.75,82.5,75,82.5,82.5,76.5625,62.5,51.5625,87.5,79.6875,76.25
2.5.3.1.2,Specialisti dell'economia aziendale,81.5789473684,78.9473684211,86.8421052632,71.0526315789,82.8947368421,59.2105263158,42.1052631579,75,60.5263157895,68.4210526316,76.3157894737,71.0526315789,73.6842105263,75,76.3157894737,62.5,43.75,43.75,81.5789473684,62.5,76.3157894737
2.5.3.2.1,Sociologi,71.25,65,87.5,55,77.5,36.25,32.5,66.25,37.5,51.25,63.75,65,80,72.5,80,65.2777777778,75,55.5555555556,80,73.6111111111,68.75
2.5.3.2.2,Antropologi,80,77.5,73.75,63.75,68.75,26.25,20,62.5,55,46.25,45,56.25,65,80,81.25,50,52.7777777778,47.2222222222,81.25,55.5555555556,70
2.5.3.2.3,Geografi,86.9047619048,89.2857142857,88.0952380952,67.8571428571,78.5714285714,45.2380952381,66.6666666667,70.2380952381,55.9523809524,48.8095238095,66.6666666667,76.1904761905,66.6666666667,86.9047619048,83.3333333333,66.25,53.75,51.25,86.9047619048,82.5,83.3333333333
2.5.3.2.4,Archeologi,80.6818181818,69.3181818182,73.8636363636,59.0909090909,75,27.2727272727,23.8636363636,57.9545454545,38.6363636364,36.3636363636,76.1363636364,60.2272727273,75,84.0909090909,86.3636363636,72.5,65,60,82.9545454545,57.5,73.8636363636
2.5.3.3.1,Psicologi clinici e psicoterapeuti,88,83,74,79,62,48,41,81,40,65,43,65,62,96,94,60,50,55,80,65,86
2.5.3.3.2,Psicologi dello sviluppo e dell’educazione,90.9090909091,88.6363636364,79.5454545455,68.1818181818,86.3636363636,40.9090909091,40.9090909091,70.4545454545,56.8181818182,54.5454545455,54.5454545455,61.3636363636,77.2727272727,90.9090909091,93.1818181818,58.3333333333,41.6666666667,41.6666666667,84.0909090909,75,88.6363636364
2.5.3.3.3,Psicologi del lavoro e delle organizzazioni,79.1666666667,83.3333333333,83.3333333333,70.8333333333,83.3333333333,50,41.6666666667,72.9166666667,62.5,64.5833333333,68.75,68.75,77.0833333333,85.4166666667,83.3333333333,66.6666666667,66.6666666667,62.5,77.0833333333,62.5,70.8333333333
2.5.3.4.1,Storici,86.25,73.75,90,73.75,78.75,25,42.5,73.75,55,52.5,56.25,72.5,62.5,77.5,87.5,76.4705882353,63.2352941176,51.4705882353,86.25,85.2941176471,88.75
2.5.3.4.2,Esperti d’arte,92.8571428571,83.9285714286,67.8571428571,76.7857142857,75,44.6428571429,25,75,48.2142857143,62.5,64.2857142857,80.3571428571,57.1428571429,82.1428571429,83.9285714286,50,50,16.6666666667,82.1428571429,25,78.5714285714
2.5.3.4.3,Specialisti in scienza politica,75,71.1538461538,88.4615384615,63.4615384615,84.6153846154,48.0769230769,44.2307692308,65.3846153846,46.1538461538,44.2307692308,65.3846153846,65.3846153846,67.3076923077,67.3076923077,73.0769230769,61.3636363636,56.8181818182,45.4545454545,80.7692307692,59.0909090909,55.7692307692
2.5.3.4.4,Filosofi,76.25,83.75,67.5,77.5,67.5,21.25,15,55,38.75,32.5,38.75,52.5,62.5,88.75,92.5,40,60,55,86.25,70,90
2.5.4.1.1,Scrittori e poeti,81.25,83.75,67.5,92.5,71.25,3.75,5,62.5,47.5,38.75,31.25,63.75,56.25,71.25,82.5,56.25,50,50,95,93.75,96.25
2.5.4.1.2,Dialoghisti e parolieri,86.6666666667,63.3333333333,66.6666666667,91.6666666667,55,26.6666666667,8.3333333333,41.6666666667,28.3333333333,28.3333333333,31.6666666667,45,60,63.3333333333,70,0,0,0,63.3333333333,100,60
2.5.4.1.3,Redattori di testi per la pubblicità,81.5789473684,69.7368421053,72.3684210526,46.0526315789,69.7368421053,38.1578947368,32.8947368421,72.3684210526,61.8421052632,55.2631578947,61.8421052632,67.1052631579,68.4210526316,63.1578947368,60.5263157895,75,71.4285714286,50,88.1578947368,42.8571428571,64.4736842105
