up_new,Descrizione,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29,H30,H31,H32,H33,H34,H35,H36,H37,H38,H39,H40,H41,H42,H43,H44,H45,H46,H47,H48,H49,H50,H51,H52,H53,H54,H55,H56,H57
6.5.3.7.0,Artigiani e addetti alle tintolavanderie,70.2380952381,1.1904761905,86.9047619048,20.2380952381,60.7142857143,85.7142857143,41.6666666667,77.380952381,40.4761904762,44.0476190476,50,35.7142857143,44.0476190476,3.5714285714,77.380952381,32.1428571429,0,0,0,0,44.0476190476,35.7142857143,34.5238095238,3.5714285714,21.4285714286,5.9523809524,0,0,3.5714285714,1.1904761905,32.1428571429,0,52.380952381,20.2380952381,5.9523809524,22.619047619,11.9047619048,3.5714285714,84.5238095238,75,20.2380952381,69.0476190476,4.7619047619,0,35.7142857143,53.5714285714,58.3333333333,96.4285714286,45.2380952381,85.7142857143,32.1428571429,77.380952381,61.9047619048,78.5714285714,61.9047619048,19.0476190476,3.7619047619
6.5.4.1.0,Conciatori di pelli e di pellicce,53.75,0,65,41.25,60,56.25,63.75,21.25,33.75,35,46.25,25,22.5,0,31.25,88.75,2.5,5,11.25,1.25,42.5,67.5,21.25,2.5,45,2.5,6.25,0,0,25,61.25,31.25,46.25,20,7.5,48.75,11.25,7.5,78.75,73.75,23.75,46.25,78.75,2.5,55,62.5,68.75,53.75,37.5,82.5,30,50,48.75,70,65,12.5,3.4
6.5.4.2.1,Modellisti di calzature,88.8888888889,1.3888888889,94.4444444444,69.4444444444,84.7222222222,88.8888888889,72.2222222222,59.7222222222,73.6111111111,41.6666666667,66.6666666667,45.8333333333,38.8888888889,0,75,50,1.3888888889,0,0,12.5,45.8333333333,26.3888888889,0,0,5.5555555556,0,2.7777777778,0,0,1.3888888889,2.7777777778,4.1666666667,20.8333333333,50,1.3888888889,31.9444444444,4.1666666667,1.3888888889,50,72.2222222222,12.5,23.6111111111,5.5555555556,1.3888888889,41.6666666667,69.4444444444,75,72.2222222222,25,83.3333333333,23.6111111111,69.4444444444,54.1666666667,72.2222222222,34.7222222222,25,3.5
6.5.4.2.2,Tagliatori di calzature,72.5,5,56.25,35,50,67.5,57.5,21.25,50,40,40,31.25,27.5,2.5,41.25,75,0,0,0,12.5,52.5,36.25,5,2.5,0,0,0,0,0,1.25,2.5,25,31.25,13.75,1.25,37.5,8.75,2.5,87.5,87.5,16.25,67.5,16.25,0,48.75,48.75,53.75,51.25,41.25,83.75,36.25,62.5,36.25,83.75,43.75,32.5,3.3
6.5.4.2.3,Confezionatori di calzature,62.5,0,30,1.25,22.5,42.5,61.25,6.25,37.5,20,37.5,42.5,17.5,2.5,31.25,76.25,1.25,0,1.25,1.25,62.5,51.25,13.75,0,1.25,2.5,1.25,0,0,0,26.25,12.5,31.25,25,1.25,37.5,12.5,8.75,77.5,86.25,15,70,36.25,2.5,32.5,36.25,38.75,33.75,32.5,80,36.25,42.5,26.25,76.25,23.75,30,3.1
6.5.4.2.4,"Calzolai, sellai e cuoiai",68.75,1.25,91.25,56.25,66.25,82.5,51.25,68.75,48.75,55,61.25,43.75,36.25,0,45,63.75,3.75,1.25,2.5,18.75,42.5,38.75,1.25,0,11.25,1.25,0,0,0,2.5,33.75,20,35,33.75,2.5,41.25,15,3.75,75,92.5,22.5,56.25,25,21.25,43.75,65,73.75,71.25,41.25,88.75,33.75,75,50,76.25,55,17.5,3.55
6.5.4.3.1,Modellisti di pelletteria,86.25,3.75,78.75,52.5,72.5,71.25,77.5,42.5,65,36.25,70,30,32.5,0,75,42.5,2.5,1.25,0,7.5,65,22.5,1.25,0,1.25,0,2.5,0,0,0,15,13.75,31.25,33.75,2.5,40,6.25,5,67.5,90,18.75,48.75,2.5,1.25,43.75,53.75,50,61.25,21.25,91.25,41.25,71.25,53.75,71.25,36.25,7.5,3.35
6.5.4.3.2,Tagliatori di pelletteria,78.5714285714,1.1904761905,53.5714285714,35.7142857143,64.2857142857,58.3333333333,69.0476190476,29.7619047619,44.0476190476,32.1428571429,46.4285714286,39.2857142857,19.0476190476,0,66.6666666667,42.8571428571,0,0,0,2.380952381,51.1904761905,44.0476190476,4.7619047619,3.5714285714,11.9047619048,1.1904761905,0,0,2.380952381,0,11.9047619048,27.380952381,48.8095238095,21.4285714286,2.380952381,34.5238095238,8.3333333333,3.5714285714,84.5238095238,95.2380952381,25,64.2857142857,22.619047619,0,54.7619047619,51.1904761905,52.380952381,55.9523809524,38.0952380952,90.4761904762,40.4761904762,59.5238095238,39.2857142857,80.9523809524,41.6666666667,14.2857142857,3.3333333333
6.5.4.3.3,Confezionatori di pelletteria,77.5,0,52.5,16.25,40,53.75,65,21.25,42.5,32.5,58.75,32.5,25,0,60,40,1.25,1.25,1.25,2.5,58.75,37.5,1.25,0,1.25,0,0,0,0,0,0,2.5,45,50,1.25,30,6.25,5,57.5,93.75,17.5,63.75,18.75,0,42.5,48.75,42.5,60,42.5,93.75,43.75,71.25,45,73.75,40,10,3.1
6.5.4.3.4,Pellettieri,70.4545454545,3.4090909091,87.5,56.8181818182,52.2727272727,47.7272727273,54.5454545455,57.9545454545,40.9090909091,44.3181818182,51.1363636364,35.2272727273,35.2272727273,3.4090909091,72.7272727273,22.7272727273,0,1.1363636364,0,3.4090909091,43.1818181818,36.3636363636,5.6818181818,0,1.1363636364,1.1363636364,12.5,0,0,0,25,29.5454545455,61.3636363636,38.6363636364,4.5454545455,31.8181818182,14.7727272727,12.5,69.3181818182,93.1818181818,25,64.7727272727,17.0454545455,3.4090909091,36.3636363636,56.8181818182,59.0909090909,73.8636363636,37.5,96.5909090909,54.5454545455,75,52.2727272727,63.6363636364,46.5909090909,11.3636363636,4.1363636364
6.5.5.1.0,Macchinisti ed attrezzisti di scena,75,14.2857142857,90.4761904762,75,70.2380952381,71.4285714286,78.5714285714,47.619047619,63.0952380952,60.7142857143,59.5238095238,47.619047619,51.1904761905,11.9047619048,73.8095238095,55.9523809524,32.1428571429,10.7142857143,3.5714285714,13.0952380952,66.6666666667,52.380952381,34.5238095238,33.3333333333,5.9523809524,30.9523809524,1.1904761905,2.380952381,1.1904761905,51.1904761905,48.8095238095,39.2857142857,42.8571428571,26.1904761905,53.5714285714,52.380952381,46.4285714286,33.3333333333,75,76.1904761905,39.2857142857,35.7142857143,63.0952380952,15.4761904762,54.7619047619,63.0952380952,64.2857142857,53.5714285714,20.2380952381,71.4285714286,40.4761904762,64.2857142857,48.8095238095,71.4285714286,64.2857142857,35.7142857143,3.380952381
7.1.1.1.0,Conduttori di macchinari in miniere e cave,56.25,5,63.75,17.5,35,56.25,66.25,38.75,40,41.25,32.5,22.5,31.25,3.75,25,30,87.5,47.5,13.75,95,32.5,57.5,63.75,35,2.5,12.5,61.25,0,0,18.75,11.25,31.25,12.5,78.75,21.25,28.75,20,15,38.75,75,23.75,63.75,85,3.75,63.75,50,36.25,48.75,42.5,70,56.25,43.75,35,43.75,70,27.5,3.4
7.1.1.2.0,Conduttori di impianti per il primo trattamento di minerali e di pietre,57.8947368421,3.9473684211,44.7368421053,14.4736842105,38.1578947368,50,59.2105263158,26.3157894737,39.4736842105,46.0526315789,42.1052631579,28.9473684211,32.8947368421,11.8421052632,18.4210526316,38.1578947368,94.7368421053,84.2105263158,42.1052631579,53.9473684211,36.8421052632,67.1052631579,86.8421052632,46.0526315789,22.3684210526,18.4210526316,42.1052631579,0,1.3157894737,55.2631578947,19.7368421053,40.7894736842,28.9473684211,42.1052631579,36.8421052632,61.8421052632,28.9473684211,27.6315789474,69.7368421053,75,26.3157894737,46.0526315789,86.8421052632,18.4210526316,59.2105263158,44.7368421053,46.0526315789,39.4736842105,51.3157894737,64.4736842105,47.3684210526,57.8947368421,34.2105263158,42.1052631579,85.5263157895,15.7894736842,3.4736842105
7.1.1.3.1,Trivellatori di pozzi,73.6111111111,4.1666666667,90.2777777778,58.3333333333,50,66.6666666667,66.6666666667,43.0555555556,50,68.0555555556,62.5,31.9444444444,36.1111111111,5.5555555556,29.1666666667,27.7777777778,94.4444444444,29.1666666667,47.2222222222,16.6666666667,59.7222222222,88.8888888889,81.9444444444,23.6111111111,15.2777777778,30.5555555556,45.8333333333,0,0,6.9444444444,15.2777777778,43.0555555556,38.8888888889,23.6111111111,12.5,33.3333333333,20.8333333333,15.2777777778,73.6111111111,77.7777777778,20.8333333333,47.2222222222,91.6666666667,12.5,59.7222222222,69.4444444444,61.1111111111,75,36.1111111111,70.8333333333,43.0555555556,72.2222222222,44.4444444444,56.9444444444,66.6666666667,55.5555555556,3.6666666667
7.1.1.3.2,Conduttori di sonde e perforatrici da prospezione,75,2.9411764706,91.1764705882,32.3529411765,76.4705882353,75,77.9411764706,36.7647058824,57.3529411765,66.1764705882,58.8235294118,36.7647058824,32.3529411765,5.8823529412,36.7647058824,52.9411764706,88.2352941176,58.8235294118,67.6470588235,47.0588235294,64.7058823529,75,66.1764705882,20.5882352941,39.7058823529,26.4705882353,47.0588235294,0,23.5294117647,36.7647058824,33.8235294118,67.6470588235,58.8235294118,23.5294117647,22.0588235294,44.1176470588,23.5294117647,19.1176470588,66.1764705882,69.1176470588,19.1176470588,52.9411764706,89.7058823529,27.9411764706,55.8823529412,50,32.3529411765,44.1176470588,35.2941176471,70.5882352941,29.4117647059,45.5882352941,54.4117647059,69.1176470588,50,23.5294117647,3.4705882353
7.1.2.1.1,Operatori di altoforno,84.375,3.125,50,37.5,43.75,59.375,78.125,0,65.625,81.25,81.25,43.75,21.875,0,34.375,71.875,15.625,37.5,25,3.125,50,90.625,87.5,34.375,71.875,12.5,40.625,12.5,3.125,21.875,50,25,68.75,28.125,15.625,71.875,28.125,15.625,78.125,62.5,34.375,46.875,84.375,9.375,68.75,50,40.625,40.625,34.375,68.75,50,50,37.5,56.25,84.375,6.25,3
7.1.2.1.2,Operatori di colata,77.7777777778,0,45.8333333333,13.8888888889,37.5,70.8333333333,65.2777777778,11.1111111111,38.8888888889,43.0555555556,38.8888888889,38.8888888889,30.5555555556,2.7777777778,45.8333333333,65.2777777778,25,41.6666666667,11.1111111111,4.1666666667,63.8888888889,68.0555555556,88.8888888889,31.9444444444,54.1666666667,12.5,26.3888888889,22.2222222222,4.1666666667,29.1666666667,55.5555555556,44.4444444444,63.8888888889,19.4444444444,15.2777777778,55.5555555556,19.4444444444,9.7222222222,81.9444444444,77.7777777778,22.2222222222,38.8888888889,100,19.4444444444,65.2777777778,38.8888888889,26.3888888889,36.1111111111,52.7777777778,76.3888888889,30.5555555556,41.6666666667,33.3333333333,76.3888888889,76.3888888889,2.7777777778,3.1111111111
7.1.2.2.1,Operatori di forni di seconda fusione,83.3333333333,11.1111111111,55.5555555556,25,51.3888888889,72.2222222222,79.1666666667,12.5,50,54.1666666667,58.3333333333,31.9444444444,34.7222222222,4.1666666667,34.7222222222,77.7777777778,26.3888888889,20.8333333333,20.8333333333,13.8888888889,58.3333333333,77.7777777778,86.1111111111,55.5555555556,54.1666666667,18.0555555556,38.8888888889,11.1111111111,0,27.7777777778,66.6666666667,62.5,76.3888888889,16.6666666667,19.4444444444,61.1111111111,18.0555555556,13.8888888889,90.2777777778,87.5,33.3333333333,41.6666666667,100,40.2777777778,75,52.7777777778,52.7777777778,37.5,61.1111111111,68.0555555556,45.8333333333,50,31.9444444444,75,90.2777777778,0,3.3333333333
7.1.2.2.2,Operatori di laminatoi,82.1428571429,3.5714285714,51.7857142857,35.7142857143,48.2142857143,75,76.7857142857,16.0714285714,60.7142857143,73.2142857143,60.7142857143,50,46.4285714286,3.5714285714,64.2857142857,69.6428571429,28.5714285714,28.5714285714,25,3.5714285714,69.6428571429,94.6428571429,78.5714285714,55.3571428571,44.6428571429,16.0714285714,12.5,0,0,23.2142857143,21.4285714286,58.9285714286,71.4285714286,33.9285714286,7.1428571429,57.1428571429,16.0714285714,7.1428571429,69.6428571429,75,23.2142857143,37.5,94.6428571429,3.5714285714,73.2142857143,60.7142857143,50,55.3571428571,62.5,82.1428571429,39.2857142857,50,42.8571428571,51.7857142857,73.2142857143,7.1428571429,3.3571428571
7.1.2.3.0,Operatori di impianti per il trattamento termico dei metalli,70.4545454545,4.5454545455,40.9090909091,26.1363636364,40.9090909091,65.9090909091,69.3181818182,29.5454545455,46.5909090909,46.5909090909,48.8636363636,35.2272727273,28.4090909091,0,48.8636363636,67.0454545455,11.3636363636,1.1363636364,15.9090909091,2.2727272727,38.6363636364,70.4545454545,48.8636363636,5.6818181818,29.5454545455,2.2727272727,11.3636363636,1.1363636364,0,3.4090909091,37.5,44.3181818182,47.7272727273,20.4545454545,11.3636363636,48.8636363636,10.2272727273,14.7727272727,79.5454545455,73.8636363636,22.7272727273,52.2727272727,93.1818181818,13.6363636364,53.4090909091,45.4545454545,46.5909090909,54.5454545455,55.6818181818,87.5,42.0454545455,52.2727272727,35.2272727273,79.5454545455,85.2272727273,11.3636363636,3.6363636364
7.1.2.4.1,Conduttori di macchine per la trafila di metalli,65.4761904762,1.1904761905,36.9047619048,4.7619047619,33.3333333333,45.2380952381,59.5238095238,13.0952380952,38.0952380952,32.1428571429,33.3333333333,35.7142857143,30.9523809524,4.7619047619,28.5714285714,92.8571428571,13.0952380952,2.380952381,16.6666666667,0,50,73.8095238095,38.0952380952,1.1904761905,30.9523809524,2.380952381,1.1904761905,0,0,10.7142857143,15.4761904762,33.3333333333,48.8095238095,9.5238095238,4.7619047619,51.1904761905,15.4761904762,7.1428571429,88.0952380952,80.9523809524,16.6666666667,59.5238095238,97.619047619,3.5714285714,45.2380952381,34.5238095238,19.0476190476,45.2380952381,51.1904761905,82.1428571429,47.619047619,52.380952381,32.1428571429,54.7619047619,70.2380952381,2.380952381,3.4285714286
7.1.2.4.2,Conduttori di macchine per l’estrusione e la profilatura di metalli,54.347826087,1.0869565217,41.3043478261,25,43.4782608696,45.652173913,67.3913043478,20.652173913,55.4347826087,42.3913043478,52.1739130435,22.8260869565,23.9130434783,0,45.652173913,61.9565217391,13.0434782609,16.3043478261,15.2173913043,2.1739130435,58.6956521739,66.3043478261,30.4347826087,0,2.1739130435,2.1739130435,2.1739130435,1.0869565217,0,2.1739130435,2.1739130435,50,46.7391304348,14.1304347826,2.1739130435,48.9130434783,14.1304347826,2.1739130435,90.2173913043,81.5217391304,21.7391304348,54.347826087,98.9130434783,1.0869565217,45.652173913,45.652173913,46.7391304348,51.0869565217,58.6956521739,79.347826087,45.652173913,51.0869565217,23.9130434783,67.3913043478,82.6086956522,13.0434782609,3.1739130435
7.1.2.5.1,Operatori di impianti termici per la produzione di metalli non ferrosi,59.5238095238,1.1904761905,59.5238095238,20.2380952381,36.9047619048,69.0476190476,58.3333333333,20.2380952381,48.8095238095,44.0476190476,40.4761904762,38.0952380952,34.5238095238,3.5714285714,25,96.4285714286,11.9047619048,2.380952381,33.3333333333,4.7619047619,40.4761904762,90.4761904762,71.4285714286,30.9523809524,52.380952381,3.5714285714,19.0476190476,1.1904761905,1.1904761905,13.0952380952,58.3333333333,51.1904761905,75,21.4285714286,7.1428571429,59.5238095238,19.0476190476,4.7619047619,84.5238095238,78.5714285714,38.0952380952,58.3333333333,91.6666666667,13.0952380952,53.5714285714,47.619047619,44.0476190476,52.380952381,55.9523809524,85.7142857143,47.619047619,48.8095238095,33.3333333333,58.3333333333,82.1428571429,11.9047619048,3.4761904762
7.1.2.5.2,Operatori di impianti elettrochimici per la produzione di metalli non ferrosi,100,0,0,0,100,25,75,0,50,0,0,25,0,0,0,100,0,0,75,0,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,50,25,0,100,100,0,75,100,25,50,0,0,50,100,75,0,0,0,100,100,0,3
7.1.3.1.0,"Conduttori di impianti per dosare, miscelare ed impastare materiali per la produzione del vetro, della ceramica e dei laterizi",76.6666666667,11.6666666667,45,28.3333333333,28.3333333333,66.6666666667,75,36.6666666667,53.3333333333,61.6666666667,66.6666666667,68.3333333333,66.6666666667,6.6666666667,1.6666666667,93.3333333333,1.6666666667,1.6666666667,0,0,68.3333333333,85,90,68.3333333333,73.3333333333,11.6666666667,3.3333333333,0,0,0,28.3333333333,30,95,20,8.3333333333,65,26.6666666667,18.3333333333,75,75,66.6666666667,58.3333333333,91.6666666667,0,58.3333333333,55,46.6666666667,60,55,76.6666666667,71.6666666667,70,46.6666666667,66.6666666667,71.6666666667,0,3.6666666667
7.1.3.2.1,Conduttori di forni per la produzione del vetro,80,12.5,30,15,10,70,72.5,12.5,45,45,47.5,42.5,55,5,2.5,100,0,0,0,0,70,87.5,92.5,37.5,65,17.5,0,0,0,0,27.5,17.5,87.5,27.5,5,57.5,25,15,72.5,72.5,62.5,60,92.5,0,65,62.5,45,65,52.5,75,62.5,65,47.5,82.5,92.5,0,3.8
7.1.3.2.2,Conduttori di impianti per la lavorazione del vetro,76.3888888889,4.1666666667,75,54.1666666667,66.6666666667,70.8333333333,87.5,23.6111111111,59.7222222222,70.8333333333,70.8333333333,47.2222222222,33.3333333333,1.3888888889,65.2777777778,73.6111111111,20.8333333333,2.7777777778,1.3888888889,2.7777777778,69.4444444444,72.2222222222,51.3888888889,4.1666666667,20.8333333333,6.9444444444,2.7777777778,0,0,5.5555555556,26.3888888889,27.7777777778,36.1111111111,22.2222222222,1.3888888889,41.6666666667,5.5555555556,1.3888888889,79.1666666667,70.8333333333,16.6666666667,30.5555555556,87.5,1.3888888889,63.8888888889,76.3888888889,62.5,44.4444444444,68.0555555556,88.8888888889,45.8333333333,41.6666666667,27.7777777778,90.2777777778,76.3888888889,0,3.3888888889
7.1.3.3.1,Conduttori di impianti per la formatura di articoli in ceramica e terracotta,66.6666666667,2.7777777778,75,50,25,52.7777777778,66.6666666667,34.7222222222,47.2222222222,48.6111111111,58.3333333333,40.2777777778,25,0,61.1111111111,38.8888888889,1.3888888889,2.7777777778,0,0,44.4444444444,63.8888888889,45.8333333333,12.5,77.7777777778,22.2222222222,18.0555555556,0,0,11.1111111111,50,44.4444444444,2.7777777778,25,6.9444444444,34.7222222222,11.1111111111,2.7777777778,62.5,80.5555555556,9.7222222222,51.3888888889,76.3888888889,2.7777777778,44.4444444444,66.6666666667,56.9444444444,68.0555555556,40.2777777778,84.7222222222,50,70.8333333333,45.8333333333,73.6111111111,54.1666666667,13.8888888889,3.9444444444
7.1.3.3.2,Conduttori di forni per la produzione di articoli in ceramica e terracotta,70.8333333333,1.3888888889,45.8333333333,34.7222222222,37.5,51.3888888889,40.2777777778,50,25,33.3333333333,52.7777777778,36.1111111111,27.7777777778,0,50,44.4444444444,2.7777777778,0,1.3888888889,2.7777777778,25,34.7222222222,52.7777777778,11.1111111111,30.5555555556,11.1111111111,1.3888888889,0,0,4.1666666667,40.2777777778,27.7777777778,20.8333333333,31.9444444444,5.5555555556,40.2777777778,15.2777777778,18.0555555556,63.8888888889,87.5,19.4444444444,51.3888888889,55.5555555556,2.7777777778,44.4444444444,63.8888888889,65.2777777778,58.3333333333,33.3333333333,81.9444444444,38.8888888889,61.1111111111,38.8888888889,55.5555555556,69.4444444444,5.5555555556,3.5
7.1.3.4.1,Conduttori di impianti per la formatura di laterizi,62.5,0,28.75,20,61.25,51.25,63.75,6.25,33.75,46.25,52.5,31.25,23.75,1.25,35,72.5,16.25,21.25,16.25,11.25,43.75,78.75,66.25,2.5,12.5,6.25,2.5,1.25,0,15,18.75,46.25,31.25,18.75,15,40,13.75,15,77.5,57.5,26.25,52.5,88.75,5,58.75,40,38.75,37.5,85,78.75,33.75,27.5,35,50,86.25,7.5,3.2
7.1.3.4.2,Conduttori di forni per la produzione di laterizi,63.75,1.25,62.5,27.5,65,53.75,67.5,7.5,38.75,48.75,52.5,31.25,23.75,2.5,55,76.25,11.25,3.75,5,3.75,40,78.75,77.5,18.75,17.5,7.5,2.5,0,0,36.25,30,42.5,48.75,27.5,20,58.75,13.75,17.5,73.75,57.5,30,37.5,93.75,12.5,67.5,47.5,45,46.25,76.25,85,38.75,35,22.5,52.5,92.5,10,3.3
7.1.4.1.0,Conduttori di impianti per la fabbricazione in serie di pannelli in legno,86.6666666667,10,60,33.3333333333,66.6666666667,73.3333333333,80,30,61.6666666667,66.6666666667,65,51.6666666667,40,3.3333333333,55,70,45,18.3333333333,31.6666666667,5,55,73.3333333333,36.6666666667,16.6666666667,48.3333333333,13.3333333333,10,0,0,21.6666666667,30,46.6666666667,38.3333333333,31.6666666667,16.6666666667,55,20,10,75,70,28.3333333333,41.6666666667,70,5,48.3333333333,65,48.3333333333,56.6666666667,66.6666666667,78.3333333333,25,65,51.6666666667,73.3333333333,85,0,3.5333333333
7.1.4.2.0,Operatori di impianti per la preparazione della pasta di legno e di altri materiali per cartiera,67.8571428571,0,42.8571428571,10.7142857143,39.2857142857,89.2857142857,78.5714285714,21.4285714286,46.4285714286,50,46.4285714286,39.2857142857,25,3.5714285714,57.1428571429,57.1428571429,10.7142857143,10.7142857143,0,0,60.7142857143,96.4285714286,50,10.7142857143,35.7142857143,14.2857142857,0,7.1428571429,0,0,25,28.5714285714,28.5714285714,21.4285714286,0,17.8571428571,7.1428571429,0,82.1428571429,71.4285714286,17.8571428571,42.8571428571,100,25,64.2857142857,46.4285714286,39.2857142857,39.2857142857,46.4285714286,78.5714285714,50,42.8571428571,46.4285714286,60.7142857143,82.1428571429,0,3.5714285714
7.1.4.3.0,Operatori di impianti per la fabbricazione della carta,50,0,50,0,25,75,81.25,9.375,56.25,62.5,46.875,34.375,12.5,0,18.75,100,21.875,25,6.25,31.25,78.125,100,68.75,3.125,18.75,3.125,25,3.125,0,25,34.375,59.375,56.25,21.875,3.125,43.75,25,15.625,78.125,62.5,28.125,43.75,93.75,3.125,71.875,59.375,53.125,53.125,53.125,65.625,31.25,59.375,28.125,50,84.375,6.25,3.625
7.1.5.1.1,Conduttori di impianti per la raffinazione del gas e dei prodotti petroliferi,86.8421052632,11.8421052632,93.4210526316,96.0526315789,93.4210526316,100,88.1578947368,11.8421052632,67.1052631579,75,56.5789473684,48.6842105263,56.5789473684,2.6315789474,94.7368421053,18.4210526316,73.6842105263,32.8947368421,3.9473684211,26.3157894737,52.6315789474,39.4736842105,46.0526315789,5.2631578947,39.4736842105,14.4736842105,3.9473684211,2.6315789474,0,46.0526315789,56.5789473684,42.1052631579,18.4210526316,53.9473684211,17.1052631579,42.1052631579,7.8947368421,15.7894736842,46.0526315789,61.8421052632,18.4210526316,35.5263157895,85.5263157895,26.3157894737,86.8421052632,67.1052631579,72.3684210526,50,73.6842105263,86.8421052632,43.4210526316,53.9473684211,46.0526315789,73.6842105263,73.6842105263,0,3.3157894737
7.1.5.1.2,Conduttori di impianti per la stazzatura di prodotti petroliferi,70.2380952381,3.5714285714,47.619047619,21.4285714286,48.8095238095,55.9523809524,61.9047619048,35.7142857143,40.4761904762,61.9047619048,55.9523809524,22.619047619,27.380952381,4.7619047619,20.2380952381,42.8571428571,84.5238095238,69.0476190476,13.0952380952,21.4285714286,33.3333333333,30.9523809524,45.2380952381,10.7142857143,44.0476190476,4.7619047619,0,0,1.1904761905,7.1428571429,89.2857142857,2.380952381,16.6666666667,27.380952381,7.1428571429,48.8095238095,7.1428571429,4.7619047619,75,67.8571428571,16.6666666667,54.7619047619,84.5238095238,21.4285714286,78.5714285714,53.5714285714,48.8095238095,36.9047619048,39.2857142857,83.3333333333,33.3333333333,35.7142857143,36.9047619048,53.5714285714,67.8571428571,26.1904761905,3.0952380952
