up_new,Descrizione,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16
6.2.3.8.1,Attrezzisti navali,79.4117647059,79.4117647059,63.2352941176,41.1764705882,72.0588235294,41.1764705882,66.1764705882,70.5882352941,72.0588235294,76.4705882353,85.2941176471,85.2941176471,52.9411764706,64.7058823529,57.3529411765,75
6.2.3.8.2,Meccanici e motoristi navali,77.6315789474,71.0526315789,63.1578947368,51.3157894737,76.3157894737,44.7368421053,71.0526315789,75,69.7368421053,73.6842105263,81.5789473684,78.9473684211,71.0526315789,51.3157894737,53.9473684211,72.3684210526
6.2.4.1.1,Installatori e riparatori di impianti elettrici industriali,63.2352941176,58.8235294118,64.7058823529,42.6470588235,61.7647058824,39.7058823529,52.9411764706,57.3529411765,58.8235294118,58.8235294118,69.1176470588,63.2352941176,61.7647058824,51.4705882353,48.5294117647,54.4117647059
6.2.4.1.2,Riparatori di apparecchi elettrici e di elettrodomestici,60.7142857143,58.3333333333,58.3333333333,28.5714285714,57.1428571429,42.8571428571,20.2380952381,71.4285714286,64.2857142857,61.9047619048,70.2380952381,66.6666666667,70.2380952381,69.0476190476,44.0476190476,48.8095238095
6.2.4.1.3,Elettromeccanici,76.4705882353,66.1764705882,55.8823529412,47.0588235294,54.4117647059,39.7058823529,42.6470588235,58.8235294118,58.8235294118,52.9411764706,66.1764705882,66.1764705882,61.7647058824,55.8823529412,54.4117647059,60.2941176471
6.2.4.1.4,Installatori e riparatori di apparati di produzione e conservazione dell'energia elettrica,68.1818181818,65.9090909091,65.9090909091,44.3181818182,68.1818181818,46.5909090909,63.6363636364,62.5,65.9090909091,68.1818181818,75,73.8636363636,70.4545454545,45.4545454545,52.2727272727,70.4545454545
6.2.4.1.5,Elettrauto,71.4285714286,70.2380952381,69.0476190476,35.7142857143,48.8095238095,36.9047619048,25,69.0476190476,64.2857142857,69.0476190476,75,71.4285714286,69.0476190476,63.0952380952,57.1428571429,60.7142857143
6.2.4.2.0,Manutentori e riparatori di apparati elettronici industriali,81.25,75,78.125,57.8125,71.875,48.4375,62.5,71.875,70.3125,70.3125,82.8125,76.5625,73.4375,64.0625,60.9375,73.4375
6.2.4.3.0,Riparatori di apparecchi radio televisivi,73.8095238095,69.0476190476,71.4285714286,36.9047619048,57.1428571429,58.3333333333,35.7142857143,70.2380952381,69.0476190476,64.2857142857,72.619047619,78.5714285714,72.619047619,75,63.0952380952,58.3333333333
6.2.4.4.0,Installatori e riparatori di apparati di telecomunicazione,72.2222222222,66.6666666667,69.4444444444,44.4444444444,59.7222222222,48.6111111111,33.3333333333,66.6666666667,56.9444444444,66.6666666667,72.2222222222,76.3888888889,70.8333333333,69.4444444444,62.5,63.8888888889
6.2.4.5.0,"Installatori, manutentori e riparatori di linee elettriche, cavisti",60.7142857143,60.7142857143,60.7142857143,48.8095238095,64.2857142857,48.8095238095,57.1428571429,70.2380952381,69.0476190476,65.4761904762,73.8095238095,69.0476190476,73.8095238095,50,47.619047619,58.3333333333
6.2.4.6.0,"Installatori, manutentori e riparatori di apparecchiature informatiche",70.4545454545,70.4545454545,68.1818181818,46.5909090909,68.1818181818,57.9545454545,50,70.4545454545,77.2727272727,69.3181818182,77.2727272727,79.5454545455,77.2727272727,59.0909090909,75,77.2727272727
6.3.1.1.0,Meccanici di precisione,65,48.3333333333,51.6666666667,35,65,25,58.3333333333,53.3333333333,53.3333333333,48.3333333333,73.3333333333,76.6666666667,60,41.6666666667,46.6666666667,56.6666666667
6.3.1.2.0,"Meccanici e riparatori di protesi, di ortesi, di tutori ortopedici e assimilati",77.380952381,78.5714285714,78.5714285714,57.1428571429,73.8095238095,66.6666666667,65.4761904762,76.1904761905,76.1904761905,69.0476190476,88.0952380952,90.4761904762,78.5714285714,63.0952380952,69.0476190476,67.8571428571
6.3.1.3.1,Accordatori di strumenti musicali,73.75,70,66.25,37.5,47.5,50,23.75,72.5,65,60,80,85,82.5,67.5,53.75,56.25
6.3.1.3.2,Addetti alla costruzione e riparazione di strumenti musicali,81.25,78.75,82.5,35,55,45,32.5,71.25,72.5,62.5,82.5,95,72.5,68.75,71.25,72.5
6.3.1.4.0,Addetti alla costruzione e riparazione di orologi,77.380952381,72.619047619,66.6666666667,47.619047619,77.380952381,40.4761904762,54.7619047619,66.6666666667,66.6666666667,65.4761904762,80.9523809524,88.0952380952,69.0476190476,55.9523809524,53.5714285714,60.7142857143
6.3.1.5.1,Addetti alla produzione di lenti e occhiali,68.75,60,60,41.25,67.5,35,40,63.75,63.75,58.75,77.5,85,65,52.5,40,46.25
6.3.1.5.2,Addetti alla produzione di apparecchi ottici,72.3684210526,57.8947368421,65.7894736842,43.4210526316,72.3684210526,44.7368421053,61.8421052632,68.4210526316,67.1052631579,64.4736842105,78.9473684211,89.4736842105,59.2105263158,53.9473684211,60.5263157895,71.0526315789
6.3.1.6.1,Orafi,76.1904761905,71.4285714286,79.7619047619,52.380952381,60.7142857143,40.4761904762,32.1428571429,71.4285714286,71.4285714286,63.0952380952,79.7619047619,94.0476190476,78.5714285714,65.4761904762,78.5714285714,57.1428571429
6.3.1.6.2,Addetti alla lavorazione di pietre preziose e dure,81.5789473684,72.3684210526,76.3157894737,46.0526315789,71.0526315789,57.8947368421,57.8947368421,69.7368421053,69.7368421053,72.3684210526,89.4736842105,92.1052631579,80.2631578947,71.0526315789,61.8421052632,59.2105263158
6.3.1.6.3,Addetti alla lavorazione di bigiotteria,65.7894736842,57.8947368421,59.2105263158,38.1578947368,60.5263157895,42.1052631579,38.1578947368,60.5263157895,63.1578947368,64.4736842105,68.4210526316,76.3157894737,68.4210526316,69.7368421053,80.2631578947,53.9473684211
6.3.2.1.1,Vasai e terracottai,76.0869565217,68.4782608696,78.2608695652,36.9565217391,52.1739130435,47.8260869565,42.3913043478,68.4782608696,65.2173913043,71.7391304348,81.5217391304,86.9565217391,68.4782608696,67.3913043478,73.9130434783,60.8695652174
6.3.2.1.2,Ceramisti,66.6666666667,62.5,67.7083333333,29.1666666667,44.7916666667,22.9166666667,28.125,59.375,53.125,57.2916666667,72.9166666667,86.4583333333,59.375,55.2083333333,70.8333333333,50
6.3.2.2.1,Soffiatori e modellatori del vetro,65,48.75,65,31.25,45,31.25,26.25,56.25,53.75,57.5,70,73.75,61.25,65,71.25,53.75
6.3.2.2.2,"Tagliatori, molatori e levigatori del vetro",65.4761904762,60.7142857143,64.2857142857,38.0952380952,66.6666666667,34.5238095238,41.6666666667,60.7142857143,70.2380952381,61.9047619048,75,85.7142857143,63.0952380952,60.7142857143,71.4285714286,67.8571428571
6.3.2.3.0,Incisori ed acquafortisti su vetro,56.6666666667,70,61.6666666667,45,61.6666666667,46.6666666667,55,68.3333333333,68.3333333333,73.3333333333,76.6666666667,85,71.6666666667,68.3333333333,63.3333333333,66.6666666667
6.3.2.4.0,Pittori e decoratori su vetro e ceramica,75,75,69.2307692308,37.5,57.6923076923,51.9230769231,32.6923076923,68.2692307692,74.0384615385,74.0384615385,87.5,92.3076923077,72.1153846154,76.9230769231,80.7692307692,58.6538461538
6.3.3.1.1,Cartapestai,71.4285714286,72.619047619,70.2380952381,48.8095238095,66.6666666667,46.4285714286,59.5238095238,61.9047619048,64.2857142857,61.9047619048,66.6666666667,79.7619047619,67.8571428571,72.619047619,77.380952381,55.9523809524
6.3.3.1.2,Incisori e intarsiatori su legno,77.5,77.5,72.5,37.5,41.25,21.25,28.75,57.5,56.25,62.5,83.75,86.25,80,63.75,75,66.25
6.3.3.2.1,Artigiani di prodotti tessili artistici lavorati a mano,88.2352941176,86.7647058824,94.1176470588,69.1176470588,77.9411764706,66.1764705882,57.3529411765,80.8823529412,80.8823529412,82.3529411765,89.7058823529,91.1764705882,85.2941176471,79.4117647059,91.1764705882,79.4117647059
6.3.3.2.2,Artigiani di prodotti artistici in pelle e cuoio lavorati a mano,72.5,65,66.25,31.25,50,33.75,40,61.25,61.25,75,78.75,88.75,73.75,60,72.5,58.75
6.3.4.1.0,Operatori delle attività poligrafiche di pre-stampa,66.6666666667,64.2857142857,60.7142857143,23.8095238095,59.5238095238,38.0952380952,27.380952381,47.619047619,58.3333333333,52.380952381,69.0476190476,83.3333333333,61.9047619048,57.1428571429,60.7142857143,58.3333333333
6.3.4.2.0,Stampatori offset e alla rotativa,63.75,61.25,51.25,20,61.25,27.5,41.25,46.25,51.25,52.5,67.5,82.5,60,50,47.5,45
6.3.4.3.0,"Zincografi, stereotipisti ed elettrotipisti",79.5454545455,77.2727272727,75,38.6363636364,63.6363636364,43.1818181818,47.7272727273,68.1818181818,63.6363636364,68.1818181818,75,84.0909090909,70.4545454545,70.4545454545,70.4545454545,59.0909090909
6.3.4.4.1,Artigiani acquafortisti,73.6842105263,77.6315789474,75,32.8947368421,36.8421052632,35.5263157895,26.3157894737,50,52.6315789474,57.8947368421,69.7368421053,85.5263157895,60.5263157895,80.2631578947,76.3157894737,68.4210526316
6.3.4.4.2,"Litografi, serigrafisti e incisori tipografici",73.4375,60.9375,73.4375,50,65.625,54.6875,67.1875,76.5625,81.25,71.875,79.6875,84.375,71.875,73.4375,62.5,73.4375
6.3.4.5.0,Rilegatori e rifinitori post stampa,71.25,61.25,55,22.5,57.5,36.25,45,52.5,60,62.5,73.75,88.75,67.5,60,46.25,51.25
6.4.1.1.0,Agricoltori e operai agricoli specializzati di colture in pieno campo,68.75,69.7916666667,71.875,32.2916666667,48.9583333333,40.625,34.375,55.2083333333,55.2083333333,62.5,70.8333333333,62.5,66.6666666667,72.9166666667,52.0833333333,54.1666666667
6.4.1.2.0,Agricoltori e operai agricoli specializzati di coltivazioni legnose agrarie,71.25,68.75,70,53.75,58.75,40,43.75,63.75,55,63.75,72.5,60,75,70,57.5,56.25
6.4.1.3.1,"Agricoltori e operai agricoli specializzati di giardini e vivai, di coltivazioni di fiori e piante ornamentali",70.2380952381,59.5238095238,61.9047619048,46.4285714286,52.380952381,36.9047619048,39.2857142857,57.1428571429,60.7142857143,60.7142857143,64.2857142857,66.6666666667,63.0952380952,58.3333333333,54.7619047619,52.380952381
6.4.1.3.2,"Agricoltori e operai agricoli specializzati di coltivazioni ortive in serra, di ortive protette o di orti stabili",76.25,76.25,76.25,62.5,65,56.25,47.5,61.25,58.75,65,72.5,71.25,68.75,58.75,63.75,66.25
6.4.1.4.0,Agricoltori e operai agricoli specializzati di colture miste,70,72.5,67.5,23.75,37.5,26.25,20,47.5,37.5,53.75,60,60,58.75,66.25,47.5,50
6.4.2.1.0,Allevatori e operai specializzati degli allevamenti di bovini ed equini,71.5909090909,63.6363636364,62.5,37.5,63.6363636364,48.8636363636,50,62.5,67.0454545455,68.1818181818,75,70.4545454545,73.8636363636,61.3636363636,47.7272727273,53.4090909091
6.4.2.2.0,Allevatori e operai specializzati degli allevamenti di ovini e caprini,67.3076923077,69.2307692308,57.6923076923,25,46.1538461538,30.7692307692,21.1538461538,59.6153846154,57.6923076923,53.8461538462,59.6153846154,46.1538461538,63.4615384615,59.6153846154,38.4615384615,26.9230769231
6.4.2.3.0,Allevatori e operai specializzati degli allevamenti di suini,64.4736842105,59.2105263158,65.7894736842,39.4736842105,55.2631578947,42.1052631579,40.7894736842,48.6842105263,52.6315789474,48.6842105263,71.0526315789,53.9473684211,55.2631578947,46.0526315789,53.9473684211,51.3157894737
6.4.2.4.0,Allevatori e operai specializzati degli allevamenti avicoli,67.1052631579,68.4210526316,73.6842105263,27.6315789474,50,38.1578947368,27.6315789474,59.2105263158,65.7894736842,67.1052631579,81.5789473684,72.3684210526,71.0526315789,73.6842105263,47.3684210526,51.3157894737
6.4.2.5.0,Allevatore di bestiame misto,68.3333333333,75,70,45,58.3333333333,48.3333333333,48.3333333333,63.3333333333,73.3333333333,66.6666666667,78.3333333333,65,71.6666666667,56.6666666667,58.3333333333,61.6666666667
6.4.2.6.0,Allevatori e operai specializzati degli allevamenti di insetti,70,71.25,65,15,38.75,33.75,21.25,60,58.75,51.25,63.75,75,68.75,62.5,48.75,52.5
6.4.2.9.0,Altri allevatori e operai specializzati della zootecnia,73.0769230769,61.5384615385,69.2307692308,48.0769230769,53.8461538462,46.1538461538,51.9230769231,50,48.0769230769,55.7692307692,67.3076923077,69.2307692308,76.9230769231,67.3076923077,53.8461538462,63.4615384615
6.4.3.1.0,Allevatori e agricoltori,71.875,67.96875,63.28125,48.4375,58.59375,40.625,39.84375,57.8125,57.8125,61.71875,70.3125,61.71875,64.84375,65.625,45.3125,57.03125
6.4.4.1.1,Abbattitori di alberi e rimboschitori,60.4166666667,62.5,50,39.5833333333,66.6666666667,52.0833333333,58.3333333333,60.4166666667,56.25,60.4166666667,62.5,56.25,64.5833333333,50,54.1666666667,54.1666666667
6.4.4.1.2,Sugherai e raccoglitori di resine,78.9473684211,84.2105263158,73.6842105263,72.3684210526,89.4736842105,72.3684210526,92.1052631579,92.1052631579,89.4736842105,72.3684210526,97.3684210526,98.6842105263,94.7368421053,39.4736842105,25,59.2105263158
6.4.5.1.0,Acquacoltori,75,67.5,82.5,45,63.75,52.5,52.5,77.5,70,71.25,77.5,70,81.25,71.25,71.25,68.75
6.4.5.2.0,Pescatori della pesca costiera e in acque interne,64.2857142857,69.0476190476,75,46.4285714286,64.2857142857,44.0476190476,54.7619047619,69.0476190476,73.8095238095,75,72.619047619,67.8571428571,60.7142857143,64.2857142857,45.2380952381,58.3333333333
6.4.5.3.0,Pescatori d'alto mare,72.5,75,72.5,55,70,52.5,67.5,75,60,60,70,70,72.5,67.5,52.5,65
6.4.5.4.0,Cacciatori,63.0952380952,64.2857142857,75,38.0952380952,64.2857142857,54.7619047619,55.9523809524,80.9523809524,59.5238095238,61.9047619048,86.9047619048,82.1428571429,77.380952381,65.4761904762,36.9047619048,63.0952380952
6.5.1.1.1,Macellai e abbattitori di animali,67.8571428571,66.6666666667,61.9047619048,50,54.7619047619,38.0952380952,51.1904761905,67.8571428571,60.7142857143,60.7142857143,71.4285714286,67.8571428571,70.2380952381,48.8095238095,34.5238095238,41.6666666667
6.5.1.1.2,Norcini,67.1052631579,65.7894736842,61.8421052632,47.3684210526,51.3157894737,47.3684210526,43.4210526316,61.8421052632,65.7894736842,61.8421052632,77.6315789474,77.6315789474,77.6315789474,63.1578947368,39.4736842105,46.0526315789
6.5.1.1.3,Pesciaioli,53.75,45,51.25,26.25,52.5,37.5,45,52.5,51.25,50,60,58.75,60,42.5,33.75,35
6.5.1.1.4,Addetti alla conservazione di carni e pesci,71.25,55,56.25,46.25,65,35,56.25,65,57.5,63.75,80,75,73.75,48.75,43.75,45
6.5.1.2.1,Panettieri,78.125,64.5833333333,64.5833333333,41.6666666667,67.7083333333,42.7083333333,44.7916666667,64.5833333333,64.5833333333,56.25,71.875,75,64.5833333333,60.4166666667,54.1666666667,47.9166666667
6.5.1.2.2,Pastai,72.619047619,65.4761904762,71.4285714286,48.8095238095,70.2380952381,50,44.0476190476,80.9523809524,76.1904761905,70.2380952381,84.5238095238,80.9523809524,82.1428571429,70.2380952381,66.6666666667,48.8095238095
6.5.1.3.1,Pasticcieri e cioccolatai,70.2380952381,64.2857142857,64.2857142857,50,69.0476190476,45.2380952381,52.380952381,66.6666666667,71.4285714286,64.2857142857,73.8095238095,77.380952381,73.8095238095,60.7142857143,66.6666666667,42.8571428571
6.5.1.3.2,Gelatai,72.619047619,64.2857142857,76.1904761905,61.9047619048,75,55.9523809524,58.3333333333,66.6666666667,71.4285714286,66.6666666667,73.8095238095,77.380952381,65.4761904762,63.0952380952,73.8095238095,67.8571428571
6.5.1.3.3,Conservieri,72.2222222222,77.7777777778,70.8333333333,61.1111111111,69.4444444444,43.0555555556,61.1111111111,58.3333333333,62.5,70.8333333333,79.1666666667,79.1666666667,76.3888888889,59.7222222222,59.7222222222,61.1111111111
6.5.1.4.0,Degustatori e classificatori di prodotti alimentari e bevande,77.6315789474,68.4210526316,59.2105263158,51.3157894737,68.4210526316,50,65.7894736842,65.7894736842,56.5789473684,61.8421052632,82.8947368421,88.1578947368,72.3684210526,64.4736842105,46.0526315789,63.1578947368
6.5.1.5.0,Artigiani ed operai specializzati delle lavorazioni artigianali casearie,62.5,47.5,63.75,50,61.25,27.5,38.75,60,58.75,47.5,83.75,78.75,72.5,51.25,23.75,36.25
6.5.1.6.0,Operai specializzati della preparazione e della lavorazione delle foglie di tabacco,50,53.125,53.125,21.875,50,32.8125,54.6875,56.25,54.6875,56.25,59.375,59.375,57.8125,45.3125,34.375,35.9375
6.5.2.1.1,"Stagionatori, ed operai specializzati del primo trattamento del legno",69.1176470588,57.3529411765,54.4117647059,32.3529411765,54.4117647059,32.3529411765,38.2352941176,63.2352941176,50,57.3529411765,66.1764705882,67.6470588235,67.6470588235,58.8235294118,44.1176470588,44.1176470588
6.5.2.1.2,"Curvatori, sagomatori ed operai specializzati della prima lavorazione del legno",65.3846153846,61.5384615385,61.5384615385,40.3846153846,65.3846153846,36.5384615385,46.1538461538,53.8461538462,59.6153846154,57.6923076923,71.1538461538,76.9230769231,55.7692307692,61.5384615385,42.3076923077,59.6153846154
6.5.2.2.1,Attrezzisti di falegnameria,70.8333333333,52.7777777778,59.7222222222,31.9444444444,65.2777777778,36.1111111111,58.3333333333,61.1111111111,65.2777777778,65.2777777778,76.3888888889,80.5555555556,70.8333333333,56.9444444444,51.3888888889,63.8888888889
6.5.2.2.2,Falegnami,75,70.3703703704,71.2962962963,46.2962962963,61.1111111111,39.8148148148,36.1111111111,69.4444444444,73.1481481481,72.2222222222,84.2592592593,88.8888888889,72.2222222222,71.2962962963,71.2962962963,66.6666666667
6.5.2.2.3,Montatori di mobili,80.3571428571,78.5714285714,64.2857142857,35.7142857143,80.3571428571,51.7857142857,75,64.2857142857,67.8571428571,58.9285714286,80.3571428571,87.5,80.3571428571,46.4285714286,41.0714285714,53.5714285714
6.5.2.3.1,Impagliatori e lavoranti in vimini e setole,55.7692307692,44.2307692308,44.2307692308,19.2307692308,48.0769230769,23.0769230769,23.0769230769,42.3076923077,40.3846153846,53.8461538462,69.2307692308,73.0769230769,63.4615384615,51.9230769231,34.6153846154,42.3076923077
6.5.2.3.2,Cordai e intrecciatori di fibre,83.9285714286,71.4285714286,58.9285714286,42.8571428571,64.2857142857,53.5714285714,57.1428571429,67.8571428571,67.8571428571,66.0714285714,85.7142857143,85.7142857143,71.4285714286,64.2857142857,41.0714285714,58.9285714286
6.5.2.3.3,Lavoranti in giunco e canna,68.1818181818,54.5454545455,63.6363636364,29.5454545455,50,34.0909090909,31.8181818182,61.3636363636,50,54.5454545455,70.4545454545,77.2727272727,59.0909090909,50,59.0909090909,47.7272727273
6.5.2.3.4,Lavoranti in sughero e spugna,55.8823529412,48.5294117647,41.1764705882,30.8823529412,52.9411764706,27.9411764706,30.8823529412,48.5294117647,36.7647058824,42.6470588235,80.8823529412,77.9411764706,75,45.5882352941,26.4705882353,30.8823529412
6.5.3.1.0,Preparatori di fibre,64.2857142857,51.1904761905,48.8095238095,32.1428571429,64.2857142857,42.8571428571,51.1904761905,66.6666666667,52.380952381,55.9523809524,71.4285714286,65.4761904762,65.4761904762,57.1428571429,32.1428571429,38.0952380952
6.5.3.2.1,Tessitori,78.5714285714,71.4285714286,58.3333333333,34.5238095238,57.1428571429,40.4761904762,44.0476190476,66.6666666667,70.2380952381,75,83.3333333333,82.1428571429,73.8095238095,61.9047619048,41.6666666667,51.1904761905
6.5.3.2.2,Maglieristi,70,60,66.25,46.25,70,57.5,56.25,73.75,76.25,67.5,82.5,80,73.75,61.25,60,52.5
6.5.3.2.3,Tintori e addetti al trattamento chimico dei tessuti,73.6842105263,59.2105263158,48.6842105263,48.6842105263,73.6842105263,50,65.7894736842,72.3684210526,64.4736842105,65.7894736842,82.8947368421,78.9473684211,69.7368421053,40.7894736842,55.2631578947,57.8947368421
6.5.3.3.1,Modellisti di capi di abbigliamento,77.5,72.5,73.75,51.25,72.5,48.75,56.25,75,75,76.25,81.25,90,68.75,62.5,67.5,67.5
6.5.3.3.2,Tagliatori di capi di abbigliamento,65.4761904762,57.1428571429,52.380952381,27.380952381,64.2857142857,36.9047619048,55.9523809524,59.5238095238,55.9523809524,54.7619047619,73.8095238095,82.1428571429,58.3333333333,55.9523809524,35.7142857143,46.4285714286
6.5.3.3.3,Confezionatori di capi di abbigliamento,62.5,55,56.25,28.75,70,37.5,57.5,65,62.5,58.75,70,82.5,66.25,55,48.75,52.5
6.5.3.3.4,Sarti,81.25,81.25,75,46.25,48.75,53.75,41.25,73.75,78.75,67.5,81.25,85,73.75,72.5,75,66.25
6.5.3.3.5,Cappellai,80.9523809524,77.380952381,78.5714285714,58.3333333333,67.8571428571,52.380952381,60.7142857143,77.380952381,73.8095238095,77.380952381,86.9047619048,89.2857142857,79.7619047619,65.4761904762,67.8571428571,61.9047619048
6.5.3.4.1,Modellisti di pellicceria e di capi in pelle,80.5555555556,69.4444444444,75,51.3888888889,77.7777777778,48.6111111111,66.6666666667,75,76.3888888889,69.4444444444,80.5555555556,84.7222222222,63.8888888889,70.8333333333,68.0555555556,69.4444444444
6.5.3.4.2,Tagliatori di pellicceria e di capi in pelle,73.8095238095,61.9047619048,67.8571428571,41.6666666667,70.2380952381,51.1904761905,60.7142857143,76.1904761905,78.5714285714,75,78.5714285714,86.9047619048,75,61.9047619048,58.3333333333,64.2857142857
6.5.3.4.3,Confezionatori di pellicceria e di capi in pelle,68.4210526316,67.1052631579,71.0526315789,35.5263157895,68.4210526316,47.3684210526,59.2105263158,77.6315789474,71.0526315789,72.3684210526,75,80.2631578947,68.4210526316,56.5789473684,50,59.2105263158
6.5.3.4.4,Pellicciai e sarti in pelle,70.1923076923,64.4230769231,70.1923076923,48.0769230769,66.3461538462,49.0384615385,50.9615384615,62.5,61.5384615385,68.2692307692,71.1538461538,79.8076923077,64.4230769231,49.0384615385,67.3076923077,52.8846153846
6.5.3.5.1,Confezionatori e rifinitori di biancheria intima,75,60,66.25,48.75,65,48.75,47.5,68.75,67.5,65,76.25,81.25,75,62.5,63.75,50
6.5.3.5.2,Confezionatori e rifinitori di biancheria per la casa,65.7894736842,51.3157894737,59.2105263158,30.2631578947,51.3157894737,38.1578947368,38.1578947368,63.1578947368,61.8421052632,57.8947368421,75,81.5789473684,75,60.5263157895,55.2631578947,50
6.5.3.5.3,Merlettai e ricamatrici a mano,68.0555555556,62.5,56.9444444444,48.6111111111,54.1666666667,47.2222222222,43.0555555556,47.2222222222,52.7777777778,52.7777777778,69.4444444444,76.3888888889,70.8333333333,56.9444444444,56.9444444444,48.6111111111
6.5.3.5.4,Bottonai,81.25,40,43.75,28.75,53.75,22.5,46.25,71.25,72.5,56.25,76.25,90,56.25,55,63.75,45
6.5.3.6.1,Confezionatori di tende e drappeggi,72.619047619,64.2857142857,71.4285714286,44.0476190476,52.380952381,48.8095238095,32.1428571429,59.5238095238,61.9047619048,63.0952380952,82.1428571429,88.0952380952,77.380952381,72.619047619,71.4285714286,61.9047619048
6.5.3.6.2,Modellisti di poltrone e divani,84.375,68.75,75,68.75,68.75,50,53.125,62.5,68.75,68.75,90.625,90.625,68.75,37.5,75,71.875
6.5.3.6.3,Tagliatori di imbottiture e rivestimenti di poltrone e divani,73.2142857143,62.5,57.1428571429,32.1428571429,60.7142857143,53.5714285714,53.5714285714,67.8571428571,71.4285714286,69.6428571429,73.2142857143,80.3571428571,71.4285714286,58.9285714286,51.7857142857,55.3571428571
6.5.3.6.4,Confezionatori di poltrone e divani,72.3684210526,60.5263157895,55.2631578947,32.8947368421,73.6842105263,47.3684210526,48.6842105263,68.4210526316,76.3157894737,69.7368421053,77.6315789474,82.8947368421,68.4210526316,56.5789473684,47.3684210526,57.8947368421
6.5.3.6.5,"Tappezzieri di poltrone, divani e assimilati",77.5,71.25,71.25,51.25,73.75,58.75,53.75,71.25,75,73.75,78.75,88.75,81.25,67.5,68.75,63.75
6.5.3.6.6,Materassai,72.5,71.25,70,48.75,55,52.5,37.5,70,62.5,62.5,82.5,81.25,78.75,61.25,60,53.75
6.5.3.7.0,Artigiani e addetti alle tintolavanderie,64.2857142857,59.5238095238,50,27.380952381,40.4761904762,47.619047619,23.8095238095,64.2857142857,66.6666666667,52.380952381,75,76.1904761905,69.0476190476,65.4761904762,44.0476190476,46.4285714286
6.5.4.1.0,Conciatori di pelli e di pellicce,65,53.75,46.25,23.75,65,28.75,51.25,62.5,62.5,57.5,71.25,68.75,61.25,38.75,40,45
6.5.4.2.1,Modellisti di calzature,73.6111111111,65.2777777778,66.6666666667,44.4444444444,69.4444444444,45.8333333333,52.7777777778,66.6666666667,68.0555555556,68.0555555556,73.6111111111,79.1666666667,70.8333333333,52.7777777778,62.5,61.1111111111
6.5.4.2.2,Tagliatori di calzature,72.5,60,45,28.75,57.5,36.25,52.5,48.75,63.75,53.75,66.25,70,62.5,51.25,42.5,45
6.5.4.2.3,Confezionatori di calzature,57.5,57.5,40,23.75,62.5,33.75,60,55,61.25,56.25,66.25,73.75,53.75,45,26.25,31.25
6.5.4.2.4,"Calzolai, sellai e cuoiai",71.25,60,71.25,32.5,63.75,48.75,36.25,70,65,61.25,75,81.25,85,60,71.25,58.75
6.5.4.3.1,Modellisti di pelletteria,72.5,70,67.5,51.25,71.25,51.25,63.75,67.5,67.5,72.5,83.75,90,65,58.75,73.75,60
6.5.4.3.2,Tagliatori di pelletteria,71.4285714286,64.2857142857,66.6666666667,36.9047619048,61.9047619048,45.2380952381,47.619047619,67.8571428571,61.9047619048,64.2857142857,77.380952381,83.3333333333,73.8095238095,60.7142857143,44.0476190476,51.1904761905
6.5.4.3.3,Confezionatori di pelletteria,76.25,71.25,65,38.75,75,52.5,67.5,66.25,70,66.25,75,90,70,48.75,48.75,55
6.5.4.3.4,Pellettieri,72.7272727273,64.7727272727,72.7272727273,50,65.9090909091,43.1818181818,51.1363636364,70.4545454545,75,69.3181818182,81.8181818182,82.9545454545,78.4090909091,55.6818181818,56.8181818182,59.0909090909
6.5.5.1.0,Macchinisti ed attrezzisti di scena,80.9523809524,72.619047619,72.619047619,54.7619047619,69.0476190476,61.9047619048,70.2380952381,76.1904761905,75,77.380952381,83.3333333333,76.1904761905,72.619047619,65.4761904762,66.6666666667,63.0952380952
7.1.1.1.0,Conduttori di macchinari in miniere e cave,72.5,63.75,55,31.25,70,45,56.25,73.75,70,66.25,81.25,63.75,70,55,30,37.5
7.1.1.2.0,Conduttori di impianti per il primo trattamento di minerali e di pietre,60.5263157895,55.2631578947,53.9473684211,31.5789473684,53.9473684211,38.1578947368,44.7368421053,63.1578947368,60.5263157895,51.3157894737,65.7894736842,60.5263157895,65.7894736842,53.9473684211,34.2105263158,39.4736842105
7.1.1.3.1,Trivellatori di pozzi,70.8333333333,70.8333333333,59.7222222222,51.3888888889,58.3333333333,30.5555555556,56.9444444444,66.6666666667,63.8888888889,72.2222222222,75,68.0555555556,66.6666666667,55.5555555556,41.6666666667,58.3333333333
7.1.1.3.2,Conduttori di sonde e perforatrici da prospezione,64.7058823529,63.2352941176,61.7647058824,52.9411764706,75,52.9411764706,64.7058823529,69.1176470588,67.6470588235,70.5882352941,72.0588235294,70.5882352941,61.7647058824,61.7647058824,60.2941176471,60.2941176471
7.1.2.1.1,Operatori di altoforno,75,68.75,53.125,53.125,75,50,65.625,78.125,62.5,71.875,84.375,65.625,62.5,53.125,18.75,46.875
7.1.2.1.2,Operatori di colata,72.2222222222,66.6666666667,55.5555555556,29.1666666667,68.0555555556,40.2777777778,68.0555555556,77.7777777778,73.6111111111,66.6666666667,77.7777777778,72.2222222222,65.2777777778,59.7222222222,26.3888888889,52.7777777778
